crawlDate;description;id;publishedDate;source;tags;tickers;title;url;dateTime
2019-04-17T13:51:07.885326Z;Bill Campbell, the former longtime Intuit leader who mentored Steve Jobs and many other key Silicon Valley tech leaders, is the subject of a new book co-written by Eric Schmidt. The Silicon Valley Business Journal cover story this week features an interview with Schmidt about Campbell.;16338671;2019-04-17T13:38:31Z;bizjournals.com;['Amazon', 'Business', 'California', 'Career & Workplace', 'Consumer Cyclical', 'Consumer Defensive', 'Google', 'Human Resources', 'Intuit', 'Media & Marketing', 'Silicon Valley', 'Stock', 'Technology'];['aapl', 'amzn', 'cpb', 'goog', 'googl', 'intu'];Former Google CEO Eric Schmidt tells why Bill Campbell was the 'Trillion Dollar Coach';https://www.bizjournals.com/sanjose/news/2019/04/18/eric-schmidt-bill-campbell-trillion-dollar-coach.html;2019-04-18 13:51:07
2019-04-17T13:58:19.260803Z;Improved cameras and picture quality could give consumers a reason to upgrade from older models.;16338771;2019-04-17T13:37:27Z;cnbc.com;['Breaking News: Technology', 'Business', 'Computing', 'Internet', 'Stock', 'Technology', 'Wireless'];['aapl'];Apple will use big camera upgrades as major selling point for the next iPhone, top analyst says;https://www.cnbc.com/2019/04/18/apples-next-iphones-will-get-major-camera-upgrades-ming-chi-kuo.html;2019-04-18 13:58:19
2019-04-17T14:19:52.486298Z;Intel fails in their attempt to capture a 5G modem business. The financial hit is expected to be minimal, but the company appears rudderless with plans for othe;16339193;2019-04-17T14:03:11Z;seekingalpha.com;['Communication Services', 'Financial Services', 'Stock', 'Stone Fox Capital', 'Technology'];['aapl', 'amd', 'intc', 'iqnt', 'mfg', 'qcom'];Intel Fails Again;https://seekingalpha.com/article/4255203-intel-fails;2019-04-18 14:19:52
2019-04-17T14:20:33.811752Z;;16339225;2019-04-17T14:01:21.363000Z;bloomberg.com;['Mobile Phones', 'Rachel Evans', 'Stock', 'Technology', 'Tiingo Top'];['aapl'];The Heartbeat Trade;https://www.bloomberg.com/news/articles/2019-04-18/the-heartbeat-trade;2019-04-18 14:20:33
2019-04-17T14:20:47.286584Z;;16339237;2019-04-17T14:00:54.962000Z;bloomberg.com;['Advertising', 'Android', 'Communication Services', 'Consumer Cyclical', 'Consumer Discretionary', 'Culture', 'Gadgets', 'Hardware', 'Mobile Phones', 'Stock', 'Technology', 'Tiingo Top', 'Youtube'];['aapl', 'amzn', 'dis', 'googl', 'roku'];Amazon and Alphabet End Boycott of Each Others' Video Services;https://www.bloomberg.com/news/articles/2019-04-18/amazon-and-alphabet-end-boycott-of-each-others-video-services;2019-04-18 14:20:47
2019-04-17T14:22:59.825519Z;Nokia stock faces problems at both its equipment unit, which makes 5G base stations, and a phone unit paying royalties for the brand name.;16339326;2019-04-17T14:19:04Z;investorplace.com;['Aapl', 'Communication Services', 'Eric', 'Financial Services', 'Goog', 'Googl', 'Gs', 'Msft', 'Nasdaq:Aapl', 'Nasdaq:Goog', 'Nasdaq:Googl', 'Nasdaq:Msft', 'Nasdasq:Eric', 'Nok', 'Nyse:Gs', 'Nyse:Nok', 'Nyse:Vz', 'Otcmkts:Ssnlf', 'Ssnlf', 'Stock', 'Stocks To Sell', 'Technology', 'Unknown Sector', 'Vz'];['002502', 'aapl', 'alu', 'eric', 'goog', 'googl', 'gs', 'gsbd', 'gsf', 'gsj', 'msft', 'nok', 'ssnlf', 'vz', 'vza'];Nokia Stock Is Still Waiting for the 5G Gold Rush;https://investorplace.com/2019/04/nokia-stock-is-still-waiting-for-the-5g-gold-rush/;2019-04-18 14:22:59
2019-04-17T14:30:03.859572Z;Semis are on fire, but that spike has taken the chips to their most overbought levels since January 2018. Are the chips setting up for a fall?;16339554;2019-04-17T13:59:06Z;cnbc.com;['Business', 'Computing', 'ETF', 'Financial Services', 'Internet', 'Investment Strategy', 'Stock', 'Technology', 'Wireless'];['aapl', 'amd', 'evr', 'mu', 'nvda', 'oled', 'qcom', 'smh'];The last time semis stocks did this they dropped 14%;https://www.cnbc.com/2019/04/18/the-last-time-semis-stocks-did-this-they-dropped-14percent.html;2019-04-18 14:30:03
2019-04-17T14:32:57.180709Z;Mark Zuckerberg gives the keynote address at the 2018 F8 conferance;16339647;2019-04-17T13:59:41Z;bizjournals.com;['Business', 'California', 'Consumer Cyclical', 'Consumer Goods', 'Media & Marketing', 'Silicon Valley', 'Stock', 'Technology'];['aapl', 'amzn', 'fb', 'goog'];Facebook confirms it’s developing Alexa-like voice AI assistant;https://www.bizjournals.com/sanjose/news/2019/04/18/facebook-ai-voice-assistant-amazon-alexa.html;2019-04-18 14:32:57
2019-04-17T14:35:15.220317Z;Eye candy with a purpose. ;16339702;2019-04-17T13:10:02Z;247wallst.com;['Stock', 'Technology'];['aapl'];Best Shot-on-iPhone yet (video);https://247wallst.com/technology-3/2019/04/18/apple-mess-mother-video/;2019-04-18 14:35:15
2019-04-17T14:42:50.278837Z;Apple Inc is notorious for keeping what happens in its laboratories a closely gu...;16339878;2019-04-17T12:00:00Z;reuters.com;['Headlines', 'Software', 'Stock', 'Technology', 'Tiingo Top'];['aapl'];New Apple lab uses robots to rip apart devices for recycling materials;https://www.reuters.com/article/apple-environment/new-apple-lab-uses-robots-to-rip-apart-devices-for-recycling-materials-idUSL1N21Z228;2019-04-18 14:42:50
2019-04-17T14:43:44.923735Z;While Foxconn chairman Terry Gou enters Taiwan's rancorous political arena ...;16339909;2019-04-17T12:08:19Z;reuters.com;['China', 'Headlines', 'Software', 'Stock', 'Taiwan', 'Technology', 'Tiingo Top'];['aapl'];Foxconn's Gou's close China links could weigh on Taiwan election chances;https://www.reuters.com/article/foxconn-chairman-profile/foxconns-gous-close-china-links-could-weigh-on-taiwan-election-chances-idUSL3N21Y2KC;2019-04-18 14:43:44
2019-04-17T14:56:48.451354Z;Harel Insurance Investments & Financial Services L Buys SPDR Select Sector Fund - Energy Select Sector, SPDR Select Sector Fund - Consumer Discretionary, Apple Inc, Sells SPDR S&P Oil & Gas Explor & Product, Orbotech, Facebook Inc, Stocks: XLE,XLY,AAPL,IFF,AMZN,KLAC,TGT,PCAR,SPNS,SPLV,STT,, release date:Apr 18, 2019;16340270;2019-04-17T14:56:21.265914Z;gurufocus.com;['Basic Materials', 'Communication Services', 'Consumer Cyclical', 'Consumer Defensive', 'ETF', 'Energy', 'Financial Services', 'Financials', 'Healthcare', 'Industrials', 'Real Estate', 'Stock', 'Technology', 'Unknown Sector', 'Utilities'];['aal', 'aapl', 'abbv', 'acb', 'adma', 'adp', 'aeua', 'ahbif', 'aig', 'aig-ws', 'akam', 'all', 'ally', 'alv', 'alxn', 'amat', 'amd', 'amgn', 'amzn', 'apc', 'atvi', 'axp', 'ba', 'bac', 'ben', 'bf-a', 'bf-b', 'bf.b', 'bidu', 'biib', 'bmy', 'br', 'brcm', 'bud', 'cat', 'ccep', 'ccl', 'celg', 'celgz', 'cgnx', 'chk', 'chrw', 'cl', 'cldr', 'cmc', 'cmi', 'cnc', 'cof', 'cof-ws', 'coke', 'cop', 'cost', 'cpb', 'cprt', 'crnt', 'csco', 'csgp', 'ctrp', 'ctsh', 'ctxs', 'cuk', 'cvna', 'cvx', 'cy', 'dal', 'dhi', 'dhr', 'dis', 'disck', 'dk', 'dox', 'duk', 'dukh', 'dxc', 'dxcm', 'ea', 'eaa', 'ela', 'elan', 'elu', 'emr', 'epam', 'erj', 'etr', 'evtc', 'exc', 'excu', 'expd', 'ezt', 'fang', 'fdx', 'fit', 'ftnt', 'ftv', 'gd', 'ge', 'geb', 'gec', 'geh', 'gek', 'gild', 'gluu', 'gm', 'gmed', 'goog', 'googl', 'gpn', 'gpro', 'grub', 'hal', 'hd', 'hdp', 'holx', 'hon', 'hp', 'hpe', 'ibm', 'iff', 'ihit', 'infy', 'ingn', 'intc', 'intu', 'ip', 'ipgp', 'iqnt', 'ivr', 'ivz', 'jd', 'jkhy', 'jnj', 'jpm', 'jpm-ws', 'keys', 'klac', 'kmi', 'kmi-ws', 'kmp', 'kmr', 'ko', 'kof', 'lb', 'ldos', 'lthm', 'ltrpa', 'ltrpb', 'lyb', 'ma', 'mdlz', 'mfg', 'mgm', 'mhm', 'mkgaf', 'mnst', 'mos', 'mpc', 'mpe', 'mrk', 'mrvl', 'msft', 'msi', 'mtch', 'mtu', 'mu', 'mxim', 'nbix', 'nbl', 'nee', 'nep', 'nflx', 'nmr', 'nndm', 'noc', 'now', 'ntec', 'ntnx', 'nvda', 'nvs', 'nvsef', 'nxpi', 'o', 'on', 'onnn', 'orbk', 'orcl', 'otex', 'panw', 'pcar', 'pfe', 'pfpt', 'pg', 'phm', 'pm', 'pnc', 'pnc-ws', 'pstg', 'psti', 'pypl', 'pyplv', 'race', 'regn', 'rell', 'rezi', 'rf', 'rmd', 'rtn', 'sbny', 'sbnyw', 'sedg', 'sgen', 'shpg', 'slb', 'splk', 'spr', 'sq', 'sqbk', 'srpt', 'ssys', 'stld', 'stor', 'stt', 't', 'tak', 'tdc', 'te1', 'tel', 'teva', 'tgt', 'tkphf', 'tmo', 'tmus', 'trmb', 'tsco', 'tsla', 'tsm', 'tss', 'ttwo', 'twmjf', 'urgn', 'utx', 'vhs', 'via', 'viab', 'vips', 'vlo', 'vlp', 'vmw', 'vnr', 'vnrap', 'vnrbp', 'vnrcp', 'vsh', 'vz', 'vza', 'wab', 'wba', 'wts', 'wtw', 'wy', 'wynn', 'xle', 'xly', 'yumc', 'zbh', 'zcvvv', 'zg', 'ziop', 'znga'];Harel Insurance Investments & Financial Services L Buys SPDR Select Sector Fund - Energy ...;https://www.gurufocus.com/news/857182/harel-insurance-investments--financial-services-l-buys-spdr-select-sector-fund--energy-select-sector-spdr-select-sector-fund--consumer-discretionary-apple-inc-sells-spdr-sp-oil--gas-explor--product-orbotech-facebook-inc;2019-04-18 14:56:48
2019-04-17T15:02:19.825007Z;Samsung’s new Galaxy Fold smartphones are failing at high rates for reviewers less than two weeks from the planned U.S. launch date.;16340344;2019-04-17T14:45:35Z;investorplace.com;['Aapl', 'Gadgets', 'Nasdaq:Aapl', 'Nasdaq:Qcom', 'Qcom', 'Smartphones & Tech', 'Stock', 'Technology', 'Unknown Sector'];['002502', 'aapl', 'qcom'];The Reviews of Samsung’s Galaxy Fold Are Great News … For Apple;https://investorplace.com/2019/04/the-reviews-of-samsungs-galaxy-fold-are-great-news-for-apple/;2019-04-18 15:02:19
