#symbol_id,symbol_value,open,high,low,close,volume,open_interest
DC V5E8P9SH0U0X,DC01H12,17.5,17.7,17.45,17.56,450,
DC 2Z4I8UUPGOQTG|DC V5E8P9SH0U0X,DC01H12  120401P00010750,0.06,0.06,0.06,0.06,0,
DC 2Z4I8UPTI0WLG|DC V5E8P9SH0U0X,DC01H12  120401P00011000,0.06,0.06,0.06,0.06,0,
DC 2Z4I8UUXQDHAC|DC V5E8P9SH0U0X,DC01H12  120401P00011250,0.06,0.06,0.06,0.06,0,
DC 2Z4I8UQAP5KKK|DC V5E8P9SH0U0X,DC01H12  120401P00011500,0.06,0.06,0.06,0.06,0,
DC 2Z4I8UV6027R8|DC V5E8P9SH0U0X,DC01H12  120401P00011750,0.06,0.06,0.06,0.06,0,
DC 2Z4I8UPTNZ8N8|DC V5E8P9SH0U0X,DC01H12  120401P00012000,0.06,0.06,0.06,0.06,0,
DC 2Z4I8UVE9QY84|DC V5E8P9SH0U0X,DC01H12  120401P00012250,0.06,0.06,0.06,0.06,0,
DC 2Z4I8UQCCOX2C|DC V5E8P9SH0U0X,DC01H12  120401P00012500,0.06,0.06,0.06,0.06,0,
DC 2Z4I8UVMJFOP0|DC V5E8P9SH0U0X,DC01H12  120401P00012750,0.06,0.06,0.06,0.06,0,
DC 2Z4I8UPTTXKP0|DC V5E8P9SH0U0X,DC01H12  120401P00013000,0.1,0.1,0.06,0.1,0,
DC 2Z4I8UVUT4F5W|DC V5E8P9SH0U0X,DC01H12  120401P00013250,0.06,0.06,0.06,0.06,0,
DC 2Z4I8UQE089K4|DC V5E8P9SH0U0X,DC01H12  120401P00013500,0.07,0.07,0.06,0.07,0,
DC 2Z4I8UW32T5MS|DC V5E8P9SH0U0X,DC01H12  120401P00013750,0.07,0.07,0.07,0.07,0,
DC 2Z4I8UPTZVWQS|DC V5E8P9SH0U0X,DC01H12  120401P00014000,0.035,0.035,0.035,0.035,0,
DC 2Z4I8UWBCHW3O|DC V5E8P9SH0U0X,DC01H12  120401P00014250,0.055,0.055,0.055,0.055,0,
DC 2Z4I8UQFNRM1W|DC V5E8P9SH0U0X,DC01H12  120401P00014500,0.065,0.075,0.06,0.065,0,
DC 2Z4I8UWJM6MKK|DC V5E8P9SH0U0X,DC01H12  120401P00014750,0.06,0.08,0.055,0.06,0,
DC 2Z4I8UPU5U8SK|DC V5E8P9SH0U0X,DC01H12  120401P00015000,0.07,0.11,0.065,0.07,0,
DC 2Z4I8UWRVVD1G|DC V5E8P9SH0U0X,DC01H12  120401P00015250,0.08,0.145,0.07,0.07,0,
DC 2Z4I8UQHBAYJO|DC V5E8P9SH0U0X,DC01H12  120401P00015500,0.275,0.275,0.125,0.275,7,
DC 2Z4I8UX05K3IC|DC V5E8P9SH0U0X,DC01H12  120401P00015750,0.14,0.23,0.125,0.135,0,
DC 2Z4I8UPUBSKUC|DC V5E8P9SH0U0X,DC01H12  120401P00016000,0.36,0.4,0.17,0.36,9,
DC 2Z4I8UX8F8TZ8|DC V5E8P9SH0U0X,DC01H12  120401P00016250,0.24,0.35,0.22,0.23,0,
DC 2Z4I8UQIYUB1G|DC V5E8P9SH0U0X,DC01H12  120401P00016500,0.30,0.425,0.265,0.295,0,
DC 2Z4I8UXGOXKG4|DC V5E8P9SH0U0X,DC01H12  120401P00016750,0.38,0.505,0.355,0.37,0,
DC 2Z4I8UPUHQWW4|DC V5E8P9SH0U0X,DC01H12  120401P00017000,0.53,0.64,0.44,0.49,5,
DC 2Z4I8UXOYMAX0|DC V5E8P9SH0U0X,DC01H12  120401P00017250,0.575,0.72,0.54,0.565,0,
DC 2Z4I8UQKMDNJ8|DC V5E8P9SH0U0X,DC01H12  120401P00017500,0.695,0.84,0.65,0.68,0,
DC 2Z4I8UXX8B1DW|DC V5E8P9SH0U0X,DC01H12  120401P00017750,0.825,0.98,0.78,0.81,0,
DC 2Z4I8UPUNP8XW|DC V5E8P9SH0U0X,DC01H12  120401P00018000,0.97,1.115,0.91,0.955,0,
DC 2Z4I8UY5HZRUS|DC V5E8P9SH0U0X,DC01H12  120401P00018250,1.13,1.15,0.995,1.11,0,
DC 2Z4I8UQM9X010|DC V5E8P9SH0U0X,DC01H12  120401P00018500,1.305,1.325,1.21,1.28,0,
DC 2Z4I8UYDROIBO|DC V5E8P9SH0U0X,DC01H12  120401P00018750,1.485,1.505,1.385,1.465,0,
DC 2Z4I8UPUTNKZO|DC V5E8P9SH0U0X,DC01H12  120401P00019000,1.675,1.7,1.575,1.655,0,
DC 2Z4I8UYM1D8SK|DC V5E8P9SH0U0X,DC01H12  120401P00019250,1.88,1.905,1.765,1.855,0,
DC 2Z4I8UQNXGCIS|DC V5E8P9SH0U0X,DC01H12  120401P00019500,2.09,2.115,1.975,2.065,0,
DC 2Z4I8UYUB1Z9G|DC V5E8P9SH0U0X,DC01H12  120401P00019750,2.305,2.335,2.185,2.285,0,
DC 2Z4I8UPS0I1B8|DC V5E8P9SH0U0X,DC01H12  120401P00020000,2.535,2.56,2.405,2.505,0,
DC 2Z4I8UZ2KQPQC|DC V5E8P9SH0U0X,DC01H12  120401P00020250,2.765,2.79,2.635,2.735,0,
DC 2Z4I8UQPKZP0K|DC V5E8P9SH0U0X,DC01H12  120401P00020500,2.995,3.025,2.865,2.965,0,
DC 2Z4I8UZAUFG78|DC V5E8P9SH0U0X,DC01H12  120401P00020750,3.235,3.265,3.105,3.205,0,
DC 2Z4I8UPV5K938|DC V5E8P9SH0U0X,DC01H12  120401P00021000,3.475,3.505,3.34,3.445,0,
DC 2Z4I8UZJ446O4|DC V5E8P9SH0U0X,DC01H12  120401P00021250,3.715,3.745,3.585,3.685,0,
DC 2Z4I8UQR8J1IC|DC V5E8P9SH0U0X,DC01H12  120401P00021500,3.965,3.995,3.825,3.935,0,
DC 2Z4I8UZRDSX50|DC V5E8P9SH0U0X,DC01H12  120401P00021750,4.205,4.235,4.075,4.175,0,
DC 2Z4I8UPVBIL50|DC V5E8P9SH0U0X,DC01H12  120401P00022000,4.455,4.485,4.315,4.425,0,
