ACU R735QTJ8XC9X,ACU,17,7309,124253,True
HDG R735QTJ8XC9X,ACUR,1.29,206636,266560,False
ACW T854SJL3AHYD,ACW,4.57,122860,561470,False
ACWI U1BQSAW6XI79,ACWI,57.72,792844,45762955,False
ACWV V0WRDXSSH205,ACWV,63.82,29208,1864054,False
ACWX U1BQSAW6XI79,ACWX,46.6,269573,12562101,False
ACXM R735QTJ8XC9X,ACXM,30.91,604362,18680829,True
ACY R7GY04NLZWIT,ACY,17.78,584,10383,True
BTWS R735QTJ8XC9X,ADAT,0.9674,16339,15806,False
ADBE R735QTJ8XC9X,ADBE,60.47,4687078,283427606,True
ADC R735QTJ8XC9X,ADC,30.36,39380,1195576,True
ADTK R735QTJ8XC9X,ADEP,17.27,170835,2950320,False
ADES T2U42EMCG4TH,ADES,23.21,78815,1829296,True
ADGE UGWZLLEEJJOL,ADGE,2.05,5929,12154,True
ADHD VGRUO5YOUN39,ADHD,16.91,43510,735754,True
ADI R735QTJ8XC9X,ADI,53.12,1789380,95051865,True
ADK TONUT0J1I6W5,ADK,4.12,4814,19833,True
ADM R735QTJ8XC9X,ADM,43.61,2646601,115418269,True
ADMP VMCPV8L4GJTX,ADMP,5.15,145169,747620,True
ADNC V6GN4X2207L1,ADNC,11.67,78592,917168,False
AUD R735QTJ8XC9X,ADP,75.27,1160267,87333297,True
ADRA SJNVOV70T9B9,ADRA,27.9,490,13671,False
ADRD SJNVOV70T9B9,ADRD,24.66,600,14796,False
ADRE SJNVOV70T9B9,ADRE,37.07,14644,542853,False
ADS S5CWVYVQSODH,ADS,256.37,1561355,400284581,True
ADSK R735QTJ8XC9X,ADSK,46.59,1655121,77112087,True
ADT VAEFIDQD0UP1,ADT,30.98,2575948,79802869,False
ADTN R735QTJ8XC9X,ADTN,24.79,464042,11503601,True
ADUS UH5UMFOX8C4L,ADUS,21.63,80035,1731157,True
ADVS R735QTJ8XC9X,ADVS,27.78,381036,10585180,False
ADX R735QTJ8XC9X,ADX,12.84,93719,1203351,True
ADXS VKTKU03O6AUD,ADXS,3.03,83023,251559,True
ADXSW VKTKU03O6AUD,ADXSW,1.15,2625,3018,False
AE R735QTJ8XC9X,AE,57.31,10886,623876,True
AEB TDWW49RPFOTH,AEB,21.29,4595,97827,True
AEC R735QTJ8XC9X,AEC,16.94,110611,1873750,False
AED TDWW49RPFOTH,AED,25.32,8352,211472,True
AEE R735QTJ8XC9X,AEE,39.76,2406946,95700172,True
AEF TW3OEG0YBEJP,AEF,25.63,25960,665354,False
AEG R735QTJ8XC9X,AEG,9.02,1164014,10499406,True
INSUA R735QTJ8XC9X,AEGN,23.95,158164,3788027,True
AEGR UQZC400IP6QT,AEGR,42.91,665932,28575142,False
AEH T9ID57VJ47Z9,AEH,25.56,26290,671972,True
AEHR R735QTJ8XC9X,AEHR,2.63,400,1052,True
AEIS R735QTJ8XC9X,AEIS,23.44,296515,6950311,True
AEK V3X2K81CW1NP,AEK,28.47,53686,1528440,False
AEL SU7Y8YE6CH9H,AEL,22.65,317101,7182337,True
AEM R735QTJ8XC9X,AEM,31.06,1143230,35508723,True
AEOS R735QTJ8XC9X,AEO,11.67,8552962,99813066,True
AEP R735QTJ8XC9X,AEP,50.7,2040008,103428405,True
AEPI R735QTJ8XC9X,AEPI,36.11,25064,905061,False
AER TNUBE7JZ7K2T,AER,39,832510,32467890,True
AERI VL4ER14J0LLX,AERI,18.1,69779,1262999,True
AES R735QTJ8XC9X,AES,14.2,3104803,44088202,True
AET S0JM7II1BW4L,AET,72.9,1695344,123590577,True
AATK RJU02DZWKX2D,AETI,6.93,13148,91115,True
ADDM R735QTJ8XC9X,AEY,3.08,8799,27100,True
AELA RUKYR4R8NF51,AEZS,1.18,140882,166240,True
ASFC R735QTJ8XC9X,AF,13.46,356677,4800872,True
AFA V9GYB7AMF78L,AFA,23.84,1766,42101,False
CTND R735QTJ8XC9X,AFAM,22.72,110714,2515422,True
AFB SBSAXXUERZ39,AFB,13.24,20791,275272,True
AFC TRV23YBSGGO5,AFC,24.76,2234,55313,True
AFCB UJ3RD2NWNWIT,AFCB,20.5,3300,67650,False
AFFX R735QTJ8XC9X,AFFX,6.99,976615,6826538,False
AFG R735QTJ8XC9X,AFG,56.5,211050,11924325,True
AFH VE2DEWQZ9Y79,AFH,14.45,73285,1058968,True
AFK U4A32EEF6ZJ9,AFK,31.3,13270,415351,False
AFL R735QTJ8XC9X,AFL,61.73,1106247,68288627,True
AFM VAT77S7W663P,AFM,25.51,11960,305099,False
AFOP RZWYXD35KJFP,AFOP,15.65,490368,7674259,False
AFQ UQDO9XYT0L7P,AFQ,25.85,16514,426886,False
AFSD VAAHQ09OPU1X,AFSD,23.37,15007,350713,False
AFSI TNMFTGMMLISL,AFSI,36.41,265039,9650069,True
AFT UUEEZOQM9HT1,AFT,18.25,15398,281013,True
AFW V7QX5B8ZLO4L,AFW,25.6,5386,137881,False
AG USGI91RMTXET,AG,9.81,559562,5489303,True
AGA 2T,AGA,16.5,728,12012,False
AGC TSWH3I87D4RP,AGC,7.4,28798,213105,True
AG R735QTJ8XC9X,AGCO,54.8,1078052,59077249,True
AGD TKM4N6E26J51,AGD,9.93,11466,113857,True
AGEN RRYFU5N1AZQD,AGEN,2.82,525942,1483156,True
AGF 2T,AGF,17.52,1000,17520,False
AGG SSC0EI5J2F6T,AGG,107.94,239788,25882716,False
AGI UA4SQEOJKFVP,AGI,9.72,178132,1731443,True
PXT R735QTJ8XC9X,AGII,45.64,77938,3557090,True
AGIIL VA8ITTJCKBQD,AGIIL,23.25,7018,163168,False
AGIO VIHVU20BO679,AGIO,45.35,1577122,71522482,True
FAMCA R735QTJ8XC9X,AGM.A,25.93,35,907,False
FAMCK R735QTJ8XC9X,AGM,33.51,11458,383957,True
AGN R735QTJ8XC9X,AGN,120.55,2281781,275068699,True
AGNC U2N08SGALPWL,AGNC,21.955,2892316,63500797,True
AGNCP V5F85D5N3JHH,AGNCP,26.01,11350,295213,True
AGO SY2SA4YZ4UW5,AGO,24.24,2174544,52710946,True
AGOL UTA1NUQP4K85,AGOL,128.98,201,25924,False
AGQ U85WJOCE24BP,AGQ,64.58,108584,7012354,False
AGRO UTNTX5V274H1,AGRO,8.17,97479,796403,True
AGTC VP83T1ZUHROL,AGTC,14.09,36126,509015,True
AGU R735QTJ8XC9X,AGU,92.88,373793,34717893,True
AGX TVC3VTS86A1X,AGX,28.33,33899,960358,True
PIOS R735QTJ8XC9X,AGYS,12.39,145815,1806647,True
AGZ U7GAX8U02I5H,AGZ,111.71,1752,195715,False
AHC U02G802FESTH,AHC,11.06,89825,993464,True
AHGP TIIB7Z82AFS5,AHGP,62.74,24238,1520692,True
AHH VGE2EUUBS2UD,AHH,9.92,27417,271976,True
AHL SU7Y8YE6CH9H,AHL,39.23,328870,12901570,True
AHP VLR216JERYAT,AHP,15.47,39485,610832,True
AHPI R735QTJ8XC9X,AHPI,2.25,600,1350,True
AHS S9OHIQOEVVQD,AHS,13.48,110464,1489054,False
AHT SRHHJLTAP17P,AHT,10.95,347239,3802267,True
FBG R735QTJ8XC9X,AI,25.57,186920,4779544,True
AIA TXOSBV8QR5UT,AIA,46.6,8114,378112,False
AIB VBFUHXMRXISL,AIB,23.69,5610,132900,False
AIF VEG5O7VCCIG5,AIF,17.92,5099,91374,True
AIG R735QTJ8XC9X,AIG,49.63,6270586,311209183,True
AIMC TOHY4GC11NXH,AIMC,34.76,61713,2145143,True
AIN R735QTJ8XC9X,AIN,35.52,53713,1907885,True
AINV SXM1OJR3U15X,AINV,8.2,2745462,22512788,True
AIQ S6P5SJT0JN8L,AIQ,32.64,21081,688083,True
AIR R735QTJ8XC9X,AIR,24.85,297311,7388178,True
AIRI VHCJ24N8GHGL,AIRI,9.85,489,4816,True
AIRM R735QTJ8XC9X,AIRM,51.5,432491,22273286,True
AIRR VOSCNK559P45,AIRR,19.01,7158,136073,False
AIRT R735QTJ8XC9X,AIRT,11.91,5882,70054,True
APZ R735QTJ8XC9X,AIT,47.78,118479,5660926,True
AIV R735QTJ8XC9X,AIV,30.01,1051033,31541500,True
AIW VGC3IO3ZMKIT,AIW,23.6,328,7740,False
AIXG T6ZS0M802T7P,AIXG,16.04,39354,631238,False
AIY VHQBBFRLJ1PH,AIY,23.98,8698,208578,False
AIZ SVXZEUFT60DH,AIZ,64.77,370617,24004863,True
AJG R735QTJ8XC9X,AJG,44.69,1113727,49772459,True
AKAM RP9Y0ZSHT205,AKAM,53.84,2398887,129156076,True
AKAO VOTC3NIBCG9X,AKAO,12.89,167285,2156303,True
AKBA VP17OEFNYHK5,AKBA,18,22944,412992,True
AKER VNI2N5Y7O8KL,AKER,3.9,6269,24449,True
AKG 2T,AKG,2.1,100436,210915,True
AKOA R735QTJ8XC9X,AKO.A,17.71,13830,244929,True
AKOB R735QTJ8XC9X,AKO.B,22.89,29988,686425,True
AKP SBSAXXUERZ39,AKP,12.62,16591,209378,True
MCT R735QTJ8XC9X,AKR,26.58,170754,4538641,True
AKRN R735QTJ8XC9X,AKRX,20.93,615931,12891435,True
AKS R735QTJ8XC9X,AKS,7.1,6420572,45586061,True
AL UVVL4QHQE8H1,AL,36.64,476330,17452731,True
ALB R735QTJ8XC9X,ALB,65.02,293225,19065489,True
ALCO R735QTJ8XC9X,ALCO,37.17,8314,309031,True
DUCK R735QTJ8XC9X,ALCS,9.56,8932,85389,False
ALD UUZ3DNF5VC6D,ALD,48.31,10192,492375,False
ALDW VBRNV20SUKPX,ALDW,16.42,44880,736929,True
MPL R735QTJ8XC9X,ALE,51.55,124319,6408644,True
ALEX V7WTTVG02739,ALEX,40.16,114350,4592296,True
ALFA V71BIVQLM1YD,ALFA,36.67,18981,696033,False
ALG R735QTJ8XC9X,ALG,54.29,29966,1626854,True
ALGN S1PYFJ8AMC11,ALGN,52.91,1127993,59682109,True
ALGT TOB1ZSRUIDT1,ALGT,110.29,108603,11977824,True
ALIM ULZ5AW2MP4DH,ALIM,6.5,135614,881491,True
ALJ TAOPD8LSENVP,ALJ,14.395,249559,3592401,True
ALK R735QTJ8XC9X,ALK,89.81,858187,77073774,True
ALKS R735QTJ8XC9X,ALKS,41.1,1177329,48388221,True
ALL R735QTJ8XC9X,ALL,55.76,1895509,105693581,True
ALLBD TPS84UIYN4H1,ALLB,15.2,492,7478,False
ALLE VM2VEAXFP085,ALLE,51.73,544255,28154311,True
ALLT TNPE5QQ4TS9X,ALLT,13.17,191771,2525624,True
ALN UFSM9REHEM3P,ALN,1.03,81659,84108,True
ALNY SZ18XERVT9ID,ALNY,62.55,554166,34663083,True
ALOG R735QTJ8XC9X,ALOG,81.07,73887,5990019,True
ALOT R735QTJ8XC9X,ALOT,12.4,3187,39518,True
ALQA VNMZVMS220DH,ALQA,7.77,17862,138787,True
IMA S9YBZOC3NFC5,ALR,34.54,437734,15119332,True
ALSK RPTMYV3VC57P,ALSK,1.88,112292,211108,True
ALSN V4XI3OKLPYLH,ALSN,29.26,561940,16442364,True
ALTIF R735QTJ8XC9X,ALTI,4.32,12213,52760,False
ALTR R735QTJ8XC9X,ALTR,34.51,2064522,71246654,False
WVT VBDVLQWFS0H1,ALTV,7.15,55119,394100,False
ALA R735QTJ8XC9X,ALU,3.86,4039364,15591945,False
ALV R735QTJ8XC9X,ALV,99.42,275855,27425504,True
ALX R735QTJ8XC9X,ALX,362.38,2693,975889,True
ALXA TGSA236FGWO5,ALXA,4.13,96656,399189,False
ALXN R735QTJ8XC9X,ALXN,145.66,1394015,203052224,True
AVM R735QTJ8XC9X,AMAG,18.2,184620,3360084,True
AMAP UNW2LFOG1XLX,AMAP,20.23,1042843,21096713,False
AMAT R735QTJ8XC9X,AMAT,20.03,7261309,145444019,True
AMBA VANAJ80VPN51,AMBA,26.41,715750,18902957,True
AMBC VG85QANBBJVP,AMBC,29.35,457112,13416237,True
AMBCW VG76A7A58SPX,AMBCW,18.95,4500,85275,False
AMBI VGJZ3F1C8LT1,AMBI,8.66,19138,165735,False
AMBR VP274HSU18PX,AMBR,15.1,24872,375567,True
AMBT UYRYIN9MI7HH,AMBT,1.54,9002,13863,False
AMC VMGNNM1SRKH1,AMC,23.02,131329,3023193,True
AMCC R735QTJ8XC9X,AMCC,9.52,1227905,11689655,False
AMCF UJMGUUM448KL,AMCF,1.98,38926,77073,False
AMCN TXFXB0Y82DET,AMCN,2.1,259679,545325,True
CNAM UK18K93N9JZ9,AMCO,0.3898,538804,210025,False
AMCX UXVGRK71ZB6T,AMCX,70.64,604935,42732608,True
AMD R735QTJ8XC9X,AMD,3.87,12152949,47031912,True
AMDA VO0S4XWF4KMD,AMDA,7.5,8090,60675,True
AME R735QTJ8XC9X,AME,50.5,691657,34928678,True
AMED R735QTJ8XC9X,AMED,14.5,276285,4006132,True
AMG R735QTJ8XC9X,AMG,190.89,421957,80547371,True
AMGN R735QTJ8XC9X,AMGN,118.82,3505784,416557254,True
AMH VIPRESXOA7HH,AMH,16.25,515101,8370391,True
SOF R735QTJ8XC9X,AMIC,10.43,13,135,False
AMID UYL2DZPFYXD1,AMID,26.2,9199,241013,True
AMJ UD44GLJXWODH,AMJ,46.84,158148,7407652,False
AMKR RACBXY2C14DH,AMKR,7.12,1162488,8276914,True
AMLP UPE86KSQ9FFP,AMLP,17.74,1105905,19618754,False
AMNB RK3UJBNLCGO5,AMNB,22.51,10235,230389,True
HATH R735QTJ8XC9X,AMOT,11.93,5396,64374,True
AMOV S22R8QZHM545,AMOV,20.67,3044,62919,True
AMP TCIOBI43J7MT,AMP,107.6,889371,95696319,True
AMPE UWP4JJGSOVAD,AMPE,5.64,498614,2812182,True
AMPS V45XL2BVKU3P,AMPS,49.89,500,24945,False
AMRB RZ7DAXKRKX9H,AMRB,9.19,4201,38607,True
AMRC UOGQZECZNRZ9,AMRC,7.04,195507,1376369,True
AMRE V8LG07L7Z23P,AMRE,16.27,25441,413925,False
AMRI RHZ1O14FDM5H,AMRI,16.1,485622,7818514,True
AMRK VOZ8S7PBSZ8L,AMRK,12.5,2382,29775,True
ETHCY R735QTJ8XC9X,AMRN,1.81,958354,1734620,True
AMRS UQBPDR8GV2W5,AMRS,3.93,595037,2338495,True
AMS R735QTJ8XC9X,AMS,2.99,25982,77686,True
AMSC R735QTJ8XC9X,AMSC,1.45,678745,984180,True
AMSF TDRYVSXV1X0L,AMSF,42.66,33539,1430773,True
AMSGA R735QTJ8XC9X,AMSG,46.95,101091,4746222,False
AMSWA R735QTJ8XC9X,AMSWA,9.63,37386,360027,True
AMT RBASL7V8PIZP,AMT,80.68,1544178,124584281,True
AMTD R735QTJ8XC9X,AMTD,30.36,5628288,170874823,True
AMTG UYG55IVLL5K5,AMTG,16.16,157736,2549013,False
AMU V8PDSL1WA2QT,AMU,29.56,9282,274375,False
AMWD R735QTJ8XC9X,AMWD,33,82285,2715405,True
AMX S22R8QZHM545,AMX,20.79,3071780,63862306,True
AMZG VLR216JERYAT,AMZG,7.09,86348,612207,False
AMZN R735QTJ8XC9X,AMZN,317.76,4502336,1430662287,True
RII R735QTJ8XC9X,AN,52.17,767304,40030249,True
ANAC URVTV333831H,ANAC,16.84,441507,7434977,False
ANAD R735QTJ8XC9X,ANAD,1.45,1048883,1520880,False
ANAT R735QTJ8XC9X,ANAT,110.63,7082,783481,True
XSI TMXTN4HEONS5,ANCI,1.88,100,188,False
ANCX T0GG69SNSHUT,ANCX,16.12,19543,315033,True
AND UTTQLQ22NNFP,AND,11.16,100,1116,False
ANDE R735QTJ8XC9X,ANDE,56.78,207590,11786960,True
ANF R735QTJ8XC9X,ANF,37.66,1932622,72782544,True
ANFI VANAJ80VPN51,ANFI,17.49,91156,1594318,True
ANGI V1OBWK1IM6HX,ANGI,12.13,1074598,13034873,True
ANGL V5O367G5SBXH,ANGL,27.61,737,20348,False
ANGO SZ09HBEPQICL,ANGO,15.58,95541,1488528,True
ANH R8Z3L9RW7ECL,ANH,5.16,1172112,6048097,True
ANIK R735QTJ8XC9X,ANIK,38.88,253394,9851958,True
BPA SSGXMYZDG6ZP,ANIP,27,77667,2097009,True
ANN R735QTJ8XC9X,ANN,40.54,716397,29042734,False
ANR T687HZZ9XOPX,ANR,4.55,4815105,21908727,False
ANSS R735QTJ8XC9X,ANSS,74.41,298550,22215105,True
ANTH UKJY211UPW11,ANTH,3.19,55035,175561,True
ANV TSHPE3QO7TD1,ANV,4.085,2513934,10269420,False
ANW TOB1ZSRUIDT1,ANW,9.57,104062,995873,True
AOA U7GAX8U02I5H,AOA,44.78,15493,693776,False
AOD TPNAWDP49CO5,AOD,8.37,132151,1106103,True
DMN R735QTJ8XC9X,AOI,2.94,209777,616744,True
AOK U7GAX8U02I5H,AOK,32.19,3763,121130,False
AOL UIC6UGF6IS11,AOL,40.57,1581287,64152813,False
AOM U7GAX8U02I5H,AOM,34.59,6101,211033,False
AOC R735QTJ8XC9X,AON,81.13,943209,76522546,True
AOR U7K8PMAODISL,AOR,38.78,15801,612762,False
AOS R735QTJ8XC9X,AOS,44.8,493386,22103692,True
AOSL UM61FJMT8EHX,AOSL,7.25,26854,194691,True
AP R735QTJ8XC9X,AP,19.51,16687,325563,True
APA R735QTJ8XC9X,APA,84.1,1975087,166104816,True
APAGF R735QTJ8XC9X,APAGF,14.12,27140,383216,False
APAM VEP0P25V1AW5,APAM,61.52,336080,20675641,True
APB R735QTJ8XC9X,APB,10.31,13819,142473,True
APC R735QTJ8XC9X,APC,96.9,5833430,565259367,True
APD R735QTJ8XC9X,APD,116.81,707243,82613054,True
APEI TXHW77OK7VQD,APEI,34.04,119081,4053517,True
APF R735QTJ8XC9X,APF,16.46,43195,710989,True
APH R735QTJ8XC9X,APH,91.47,338437,30956832,True
API R735QTJ8XC9X,API,0.6,2114,1268,False
APL RRRJPI2URPLX,APL,32.08,202675,6501814,False
APO UVBW6V6CV59H,APO,29.43,979890,28838162,True
APOG R735QTJ8XC9X,APOG,31.66,260078,8234069,True
APOL R735QTJ8XC9X,APOL,30.15,2155994,65003219,False
EDA TGRALZT9E5ID,APP,0.4905,1171825,574780,False
APPY TVI0KDZ8MT0L,APPY,2.08,566843,1179033,False
NEXM RU76HTMVKUW5,APRI,2.12,87953,186460,True
APSA RZR28SW540H1,APSA,19.04,845,16088,False
APT RTLINRL5W9D1,APT,2.18,13168,28706,True
APTS UVDV31WP0NL1,APTS,8.055,21225,170967,True
APU R735QTJ8XC9X,APU,43.75,101647,4447056,True
AWC R735QTJ8XC9X,APWC,2.73,12441,33963,True
AQQ S9VDNE8LF5UT,AQQ,1.47,4300,6321,False
AQUUW VDIOH1FLQUZP,AQUUW,0.26,500,130,False
AQXP VONFF3BAVXB9,AQXP,9.9,41904,414849,True
AR VKLP996BK9K5,AR,63.36,597189,37837895,True
ARAY TQ03PLGB95R9,ARAY,8.46,652162,5517290,True
ARP T5XDKYYF3DYD,ARC,6.97,122660,854940,True
ARCC T2L91KBTRCDH,ARCC,17.595,1386141,24389150,True
ARCI R735QTJ8XC9X,ARCI,2.8,2747,7691,True
ARCO UVQNW9NW0GO5,ARCO,10.19,334864,3412264,True
ARCP UZQF5X2J6M3P,ARCP,13.79,3753205,51756696,False
ARCPP VN1C1KQCDEUD,ARCPP,22.85,452207,10332929,False
ARCW TRO5ZARLX6JP,ARCW,34.55,32014,1106083,True
ARCX VLD9RVF1PE1X,ARCX,21.5,35845,770667,True
ARDC VBZJFSY5GM05,ARDC,18.1,24617,445567,True
ARE R735QTJ8XC9X,ARE,73.35,273288,20045674,True
AREX TXGWR4BE54KL,AREX,20.57,492099,10122476,True
ARG R735QTJ8XC9X,ARG,104.35,331891,34632825,False
ARGS VNWUCKFQTJZ9,ARGS,8.66,45308,392367,True
ARGT UULB4CASSRXH,ARGT,19.75,826,16313,False
ARI UG8DF996MOO5,ARI,16.89,218596,3692086,True
ARIA R735QTJ8XC9X,ARIA,7.24,9474107,68592534,False
ARII TFI01OZHVG4L,ARII,63.49,263984,16760344,True
ARIS VM9RIYHM8ACL,ARIS,3.1,100,310,True
ARKR R735QTJ8XC9X,ARKR,22.1,543,12000,True
ARB R735QTJ8XC9X,ARL,9.86,15620,154013,True
ARLP RNA2E6367ZAD,ARLP,84.79,51131,4335397,True
ARMF VL5E74HP3CRP,ARMF,21.94,31720,695936,False
ARMHY RA2HH0EN9KRP,ARMH,48.3,1044498,50449253,False
ARMK VMCPV8L4GJTX,ARMK,27.53,104085,2865460,True
ARN V4BU9MIW1D2D,ARN,26.03,1570,40867,False
ARNA RWQR2INKP0TH,ARNA,6.38,4025872,25685063,True
ARO SEPNRXZGYP9H,ARO,5.04,1874596,9447963,False
AROW R735QTJ8XC9X,AROW,26.08,14153,369110,True
ARP V4WINL7FN7FP,ARP,21.29,120747,2570703,False
ARPI VGF1UY7HUU05,ARPI,17.34,81862,1419487,False
ARQL R735QTJ8XC9X,ARQL,1.89,185641,350861,True
EST TY5IXGGM1ZL1,ARR,4.21,1561140,6572399,True
ANTC R735QTJ8XC9X,ARRS,26.28,2061626,54179531,True
ARRY RZT14ZMH9ISL,ARRY,4.25,1297133,5512815,True
ARSD R735QTJ8XC9X,ARSD,11.1,28180,312798,False
ARTC R735QTJ8XC9X,ARTC,48.13,189271,9109613,False
ARTNA R735QTJ8XC9X,ARTNA,22.2,13109,291019,True
ARTW R735QTJ8XC9X,ARTW,6.29,900,5661,True
EFCX R735QTJ8XC9X,ARTX,4.74,358786,1700645,True
ARU VALBN1AJK4TH,ARU,25.39,3403,86402,True
ARUN TRADPZN8UMAT,ARUN,19.1,1348120,25749092,False
ARW R735QTJ8XC9X,ARW,58.98,521600,30763968,True
ARWR T1PQQKMFB78L,ARWR,16.73,925966,15491411,True
ARX URQWMM98UB8L,ARX,8.1,155350,1258335,False
ARY URMYU8SKJALH,ARY,26.39,12843,338926,False
ASA R735QTJ8XC9X,ASA,13.88,59274,822723,True
ASBB V0OVT6VFV0PX,ASBB,17.8,1497,26646,True
ASBC R735QTJ8XC9X,ASBC,17.8,1194082,21254659,False
ASBI R735QTJ8XC9X,ASBI,13.41,7333,98335,False
ASC VIPRESXOA7HH,ASC,12.74,132579,1689056,True
ASCMA U6AY5BGWUTET,ASCMA,74.39,28936,2152549,True
ASEA UU7IV16FQ7OL,ASEA,16.17,831,13437,False
ASE R735QTJ8XC9X,ASEI,67.47,31832,2147705,False
ASFI R735QTJ8XC9X,ASFI,8.39,5774,48443,True
ASG R735QTJ8XC9X,ASG,5.25,20397,107084,True
ASGN R735QTJ8XC9X,ASGN,36.56,165847,6063366,True
ASH R735QTJ8XC9X,ASH,94.43,623860,58911099,True
ASHR VLD9RVF1PE1X,ASHR,22.29,108687,2422633,False
ASM UYQZ2JWGFGBP,ASM,1.605,69425,111427,True
ASMIF R735QTJ8XC9X,ASMI,39.86,1632,65051,False
ASMLF R735QTJ8XC9X,ASML,89.97,588663,52962010,True
DBRN R735QTJ8XC9X,ASNA,16.82,1821911,30644543,True
ASP R735QTJ8XC9X,ASP,9.84,8506,83699,False
ASPS UF02B1SL6QG5,ASPS,119.6,227904,27257318,True
