#symbol_id,symbol_value,open,high,low,close,volume,open_interest,implied_volatility,delta,gamma,vega,theta,rho
NWSA T3MO1488O0H1,NWSA,32.6900,32.6900,32.6900,32.6900,25316436,,,,,,,
NWSA VND5EP70SE7A|NWSA T3MO1488O0H1,NWSA  140118C00016000,15.9000,17.7500,15.1000,16.9500,0,,0.4118416,0.8153652,0.0063198,0.0130359,0.0213787,0.0842529
NWSA VIDY1OMGTF1I|NWSA T3MO1488O0H1,NWSA  130720C00017000,14.9000,16.7500,14.0500,15.8500,0,,1.2506406,0.9683201,0.0033614,0.0026568,0.0194285,0.0099582
NWSA VKVJQ6WTS2NA|NWSA T3MO1488O0H1,NWSA  131019C00017000,14.9500,16.7500,14.1000,15.9500,0,,0.4977264,0.8929710,0.0043153,0.0064456,0.0234363,0.0509256
NWSA VND5EP76QQ92|NWSA T3MO1488O0H1,NWSA  140118C00017000,14.9000,16.7500,14.1000,15.9000,0,,0.3717764,0.8129649,0.0075977,0.0141471,0.0213188,0.0893804
NWSA VIDY1OMMRR3A|NWSA T3MO1488O0H1,NWSA  130720C00018000,13.9000,15.7500,13.0500,14.8500,0,,1.1492214,0.9672070,0.0039294,0.0028539,0.0194749,0.0105387
NWSA VKVJQ6WZQEP2|NWSA T3MO1488O0H1,NWSA  131019C00018000,13.9500,15.7500,13.1000,14.9000,0,,0.4523477,0.8915927,0.0051428,0.0069812,0.0234000,0.0538747
NWSA VND5EP7CP2AU|NWSA T3MO1488O0H1,NWSA  140118C00018000,13.9500,15.7500,13.1000,14.9000,0,33,0,0.8385640,0.0000000,0.0000000,0.0232905,0.1001819
NWSA VXBK4QCSJOPY|NWSA T3MO1488O0H1,NWSA  150117C00018000,14.3000,15.9500,13.4000,15.0500,0,3,0.1759068,0.4541961,0.0450779,0.0807667,0.0113203,0.1843693
NWSA VIDY1OMSQ352|NWSA T3MO1488O0H1,NWSA  130720C00019000,12.9000,14.7500,12.0500,13.8000,0,17,1.0529750,0.9659652,0.0046140,0.0030705,0.0195261,0.0111167
NWSA VKVJQ6X5OQQU|NWSA T3MO1488O0H1,NWSA  131019C00019000,13.0000,14.7500,12.1500,13.9000,0,,1.4203614,0.7545071,0.0097284,0.0414666,-0.0049948,0.0333268
NWSA VND5EP7INECM|NWSA T3MO1488O0H1,NWSA  140118C00019000,12.9500,14.7500,12.1000,13.9000,0,,1.3799522,0.6786244,0.0080655,0.0557439,0.0001222,0.0463007
NWSA VIDY1OJZKJGM|NWSA T3MO1488O0H1,NWSA  130720C00020000,11.9000,13.7500,11.0500,12.8500,0,10,0,0.9811918,0.0000000,0.0000000,0.0272720,0.0120493
NWSA VKVJQ6UCJ72E|NWSA T3MO1488O0H1,NWSA  131019C00020000,11.9500,13.7500,11.1000,12.9000,0,,1.3185973,0.7417501,0.0110267,0.0436334,-0.0047637,0.0351316
NWSA VND5EP4PHUO6|NWSA T3MO1488O0H1,NWSA  140118C00020000,11.4500,11.4500,11.4500,11.4500,0,227,0,0.8385640,0.0000000,0.0000000,0.0232495,0.1113132
NWSA VXBK4QA5CH3A|NWSA T3MO1488O0H1,NWSA  150117C00020000,12.9200,12.9200,12.9200,12.9200,0,109,0,0.6124926,0.0000000,0.0000000,0.0168743,0.3076215
NWSA VIDY1ON4MR8M|NWSA T3MO1488O0H1,NWSA  130720C00021000,10.9500,12.8500,10.0500,11.7500,0,99,0.8735398,0.9629762,0.0064828,0.0035790,0.0196455,0.0122628
NWSA VKVJQ6XHLEUE|NWSA T3MO1488O0H1,NWSA  131019C00021000,10.9500,12.7500,10.1000,11.9000,0,,1.2218022,0.7279960,0.0124997,0.0458313,-0.0044826,0.0368355
NWSA VND5EP7UK2G6|NWSA T3MO1488O0H1,NWSA  140118C00021000,11.0500,12.7500,10.2000,11.8500,0,,1.1810531,0.6480252,0.0104484,0.0618051,0.0002003,0.0521674
NWSA VIDY1ONAL3AE|NWSA T3MO1488O0H1,NWSA  130720C00022000,9.9000,11.7500,9.0500,10.8000,0,10,0,0.9811918,0.0000000,0.0000000,0.0272310,0.0132543
NWSA VKVJQ6XNJQW6|NWSA T3MO1488O0H1,NWSA  131019C00022000,10.0000,11.8000,9.1000,10.9500,0,,1.1396329,0.7126574,0.0140707,0.0481216,-0.0044131,0.0382241
NWSA VND5EP80IEHY|NWSA T3MO1488O0H1,NWSA  140118C00022000,10.5000,10.5000,10.5000,10.5000,4,9115,0,0.8385640,0.0000000,0.0000000,0.0232086,0.1224446
NWSA VXBK4QDGD0X2|NWSA T3MO1488O0H1,NWSA  150117C00022000,11.1000,12.8000,10.0000,11.6500,0,19,3.1560678,0.5967315,0.0004652,0.0149555,0.0126705,0.0078921
NWSA VIDY1ONGJFC6|NWSA T3MO1488O0H1,NWSA  130720C00023000,8.9000,10.7500,8.0500,9.8000,0,,1.3359942,0.8643076,0.0185605,0.0156714,-0.0235781,0.0111231
NWSA VKVJQ6XTI2XY|NWSA T3MO1488O0H1,NWSA  131019C00023000,9.8800,9.8800,9.8800,9.8800,0,4,0,0.9070789,0.0000000,0.0000000,0.0251203,0.0710403
NWSA VND5EP86GQJQ|NWSA T3MO1488O0H1,NWSA  140118C00023000,9.4000,10.9500,8.3000,10.0500,0,,0.2108899,0.7450710,0.0368377,0.0389092,0.0186072,0.1095318
NWSA VIDY1ONMHRDY|NWSA T3MO1488O0H1,NWSA  130720C00024000,7.4000,7.4000,7.4000,7.4000,0,67,0,0.9811918,0.0000000,0.0000000,0.0271899,0.0144592
NWSA VJ5IKAWCMVVQ|NWSA T3MO1488O0H1,NWSA  130817C00024000,8.9000,8.9000,8.9000,8.9000,1,1,0.3903074,0.9314785,0.0133806,0.0073223,0.0229483,0.0315974
NWSA VKVJQ6XZGEZQ|NWSA T3MO1488O0H1,NWSA  131019C00024000,8.0500,9.9000,7.2000,8.9500,0,,0.9635847,0.6781061,0.0182240,0.0526981,-0.0036085,0.0409194
NWSA VND5EP8CF2LI|NWSA T3MO1488O0H1,NWSA  140118C00024000,8.5000,10.2000,7.4000,9.0000,0,11,1.2387146,0.6116830,0.0109334,0.0678315,-0.0035212,0.0502785
NWSA VIDY1ONSG3FQ|NWSA T3MO1488O0H1,NWSA  130720C00025000,7.8000,7.8000,7.8000,7.8000,5,165,0,0.9811918,0.0000000,0.0000000,0.0271693,0.0150617
NWSA VJ5IKAWIL7XI|NWSA T3MO1488O0H1,NWSA  130817C00025000,7.2500,8.9500,6.1000,7.7500,0,,0.3392608,0.9278643,0.0171323,0.0081492,0.0229215,0.0328039
NWSA VKVJQ6Y5ER1I|NWSA T3MO1488O0H1,NWSA  131019C00025000,7.3500,8.9500,6.2000,8.0500,0,2,0,0.9070789,0.0000000,0.0000000,0.0250793,0.0772178
NWSA VND5EP8IDENA|NWSA T3MO1488O0H1,NWSA  140118C00025000,7.7500,7.7500,7.7500,7.7500,0,5415,0,0.8385640,0.0000000,0.0000000,0.0231472,0.1391416
NWSA VXBK4QDY812E|NWSA T3MO1488O0H1,NWSA  150117C00025000,9.6000,9.6000,9.6000,9.6000,1,40,0,0.6124926,0.0000000,0.0000000,0.0167728,0.3845269
NWSA VIDY1ONYEFHI|NWSA T3MO1488O0H1,NWSA  130720C00026000,5.9000,5.9000,5.9000,5.9000,0,116,0,0.9811918,0.0000000,0.0000000,0.0271488,0.0156642
NWSA VJ5IKAWOJJZA|NWSA T3MO1488O0H1,NWSA  130817C00026000,6.2500,7.9500,5.1000,6.8000,0,,0.3135214,0.9121409,0.0261563,0.0114977,0.0216284,0.0334341
NWSA VKVJQ6YBD33A|NWSA T3MO1488O0H1,NWSA  131019C00026000,6.4000,8.1500,5.3000,6.9500,0,,0.7969809,0.6346334,0.0239978,0.0573958,-0.0026187,0.0427114
NWSA VND5EP8OBQP2|NWSA T3MO1488O0H1,NWSA  140118C00026000,7.5000,7.5000,7.5000,7.5000,27,108,0,0.8385640,0.0000000,0.0000000,0.0231268,0.1447072
NWSA VIDY1OO4CRJA|NWSA T3MO1488O0H1,NWSA  130720C00027000,6.4000,6.4000,6.4000,6.4000,0,154,0,0.9811918,0.0000000,0.0000000,0.0271283,0.0162666
NWSA VJ5IKAWUHW12|NWSA T3MO1488O0H1,NWSA  130817C00027000,4.9800,4.9800,4.9800,4.9800,0,2,0,0.9577648,0.0000000,0.0000000,0.0264676,0.0369483
NWSA VKVJQ6YHBF52|NWSA T3MO1488O0H1,NWSA  131019C00027000,5.2000,5.2000,5.2000,5.2000,0,5,0.5559169,0.6159740,0.0354093,0.0590728,0.0025370,0.0468600
NWSA VND5EP8UA2QU|NWSA T3MO1488O0H1,NWSA  140118C00027000,6.2200,6.2200,6.2200,6.2200,0,155,0,0.8385640,0.0000000,0.0000000,0.0231063,0.1502729
NWSA VXBK4QEA4P5Y|NWSA T3MO1488O0H1,NWSA  150117C00027000,6.7000,6.7000,6.7000,6.7000,0,94,0,0.6124926,0.0000000,0.0000000,0.0167322,0.4152891
NWSA VIDY1OOAB3L2|NWSA T3MO1488O0H1,NWSA  130720C00028000,4.2600,4.2600,4.2500,4.2600,0,7147,0,0.9811918,0.0000000,0.0000000,0.0271077,0.0168691
NWSA VJ5IKAX0G82U|NWSA T3MO1488O0H1,NWSA  130817C00028000,4.4000,6.1000,3.3000,4.9000,0,,0.2510543,0.8582741,0.0593988,0.0209079,0.0184610,0.0336560
NWSA VKVJQ6YN9R6U|NWSA T3MO1488O0H1,NWSA  131019C00028000,4.7000,6.3500,3.5500,5.1500,0,30,0,0.9070789,0.0000000,0.0000000,0.0250178,0.0864839
NWSA VND5EP908ESM|NWSA T3MO1488O0H1,NWSA  140118C00028000,5.2000,6.8000,4.0500,5.6000,0,,0.7157432,0.4974280,0.0221819,0.0795171,-0.0001344,0.0595840
NWSA VIDY1OOG9FMU|NWSA T3MO1488O0H1,NWSA  130720C00029000,4.0000,4.0000,3.9000,3.9000,210,2137,0,0.9811918,0.0000000,0.0000000,0.0270872,0.0174716
NWSA VJ5IKAX6EK4M|NWSA T3MO1488O0H1,NWSA  130817C00029000,4.2000,4.2000,4.2000,4.2000,3,244,0.2294157,0.7956117,0.0909269,0.0292470,0.0152560,0.0320815
NWSA VKVJQ6YT838M|NWSA T3MO1488O0H1,NWSA  131019C00029000,4.5000,4.5000,4.5000,4.5000,3,44,0,0.9070789,0.0000000,0.0000000,0.0249973,0.0895726
NWSA VND5EP966QUE|NWSA T3MO1488O0H1,NWSA  140118C00029000,4.4800,4.4800,4.4500,4.4800,0,35,0,0.8385640,0.0000000,0.0000000,0.0230654,0.1614042
NWSA VIDY1OK5IVIE|NWSA T3MO1488O0H1,NWSA  130720C00030000,2.8100,3.0300,2.8100,2.9600,51,28256,0,0.9811918,0.0000000,0.0000000,0.0270666,0.0180740
NWSA VJ5IKASVO006|NWSA T3MO1488O0H1,NWSA  130817C00030000,2.7000,4.3000,1.5250,3.1500,0,,0.5361351,0.5989791,0.0584375,0.0439270,-0.0069892,0.0225077
NWSA VKVJQ6UIHJ46|NWSA T3MO1488O0H1,NWSA  131019C00030000,3.5000,3.5000,3.5000,3.5000,4,7056,0,0.9070789,0.0000000,0.0000000,0.0249768,0.0926613
NWSA VND5EP4VG6PY|NWSA T3MO1488O0H1,NWSA  140118C00030000,3.1500,3.3000,3.1500,3.3000,0,71335,0,0.8385640,0.0000000,0.0000000,0.0230449,0.1669699
NWSA VXBK4QABAT52|NWSA T3MO1488O0H1,NWSA  150117C00030000,5.4000,5.4000,5.4000,5.4000,0,272,0,0.6124926,0.0000000,0.0000000,0.0166712,0.4614323
NWSA VIDY1OOS63QE|NWSA T3MO1488O0H1,NWSA  130720C00031000,2.0000,2.0000,2.0000,2.0000,3,2342,0,0.9811918,0.0000000,0.0000000,0.0270461,0.0186765
NWSA VJ5IKAXIB886|NWSA T3MO1488O0H1,NWSA  130817C00031000,1.8500,1.8500,1.8500,1.8500,0,150,0,0.9577648,0.0000000,0.0000000,0.0263855,0.0424221
NWSA VKVJQ6Z54RC6|NWSA T3MO1488O0H1,NWSA  131019C00031000,2.8500,3.0000,2.8500,2.8500,6,4510,0,0.9070789,0.0000000,0.0000000,0.0249563,0.0957500
NWSA VND5EP9I3EXY|NWSA T3MO1488O0H1,NWSA  140118C00031000,2.6500,2.7000,2.6500,2.7000,0,183,0,0.8385640,0.0000000,0.0000000,0.0230245,0.1725355
NWSA VIDY1OOY4FS6|NWSA T3MO1488O0H1,NWSA  130720C00032000,1.0000,1.3600,1.0000,1.3600,766,8614,0,0.9811918,0.0000000,0.0000000,0.0270256,0.0192790
NWSA VJ5IKAXO9K9Y|NWSA T3MO1488O0H1,NWSA  130817C00032000,1.7000,1.7000,1.7000,1.7000,2,244,0,0.9577648,0.0000000,0.0000000,0.0263650,0.0437906
NWSA VKVJQ6ZB33DY|NWSA T3MO1488O0H1,NWSA  131019C00032000,2.2500,2.3500,2.2500,2.3500,7,18331,0,0.9070789,0.0000000,0.0000000,0.0249358,0.0988387
NWSA VND5EP9O1QZQ|NWSA T3MO1488O0H1,NWSA  140118C00032000,2.2500,2.2500,2.2500,2.2500,0,35258,0,0.8385640,0.0000000,0.0000000,0.0230040,0.1781012
NWSA VXBK4QF3WDEU|NWSA T3MO1488O0H1,NWSA  150117C00032000,4.1500,4.5000,4.1500,4.3000,0,2453,0,0.6124926,0.0000000,0.0000000,0.0166306,0.4921944
NWSA VIDY1OP42RTY|NWSA T3MO1488O0H1,NWSA  130720C00033000,0.5500,0.7500,0.5000,0.7000,603,16733,0,0.9811918,0.0000000,0.0000000,0.0270050,0.0198814
NWSA VJ5IKAXU7WBQ|NWSA T3MO1488O0H1,NWSA  130817C00033000,1.0500,1.1000,1.0500,1.1000,63,111,0,0.9577648,0.0000000,0.0000000,0.0263445,0.0451591
NWSA VKVJQ6ZH1FFQ|NWSA T3MO1488O0H1,NWSA  131019C00033000,1.6000,1.6000,1.6000,1.6000,78,8090,0,0.9070789,0.0000000,0.0000000,0.0249153,0.1019274
NWSA VND5EP9U031I|NWSA T3MO1488O0H1,NWSA  140118C00033000,1.8500,1.8500,1.8500,1.8500,0,736,0,0.8385640,0.0000000,0.0000000,0.0229835,0.1836668
NWSA VIDY1OPA13VQ|NWSA T3MO1488O0H1,NWSA  130720C00034000,0.2500,0.3500,0.2500,0.3000,1090,27829,0,0.9811918,0.0000000,0.0000000,0.0269845,0.0204839
NWSA VJ5IKAY068DI|NWSA T3MO1488O0H1,NWSA  130817C00034000,0.4700,0.4700,0.4700,0.4700,0,101,0,0.9577648,0.0000000,0.0000000,0.0263239,0.0465275
NWSA VKVJQ6ZMZRHI|NWSA T3MO1488O0H1,NWSA  131019C00034000,1.2900,1.2900,1.2900,1.2900,15,6033,0,0.9070789,0.0000000,0.0000000,0.0248948,0.1050162
NWSA VND5EP9ZYF3A|NWSA T3MO1488O0H1,NWSA  140118C00034000,1.5500,1.5500,1.5500,1.5500,0,1713,0,0.8385640,0.0000000,0.0000000,0.0229631,0.1892325
NWSA VIDY1OPFZFXI|NWSA T3MO1488O0H1,NWSA  130720C00035000,0.1000,0.1000,0.1000,0.1000,0,3439,0,0.9811918,0.0000000,0.0000000,0.0269640,0.0210864
NWSA VJ5IKAY64KFA|NWSA T3MO1488O0H1,NWSA  130817C00035000,0.4500,0.4500,0.4500,0.4500,1,1,0.4911023,0.2899593,0.0587559,0.0404566,-0.0118618,0.0116148
NWSA VKVJQ6ZSY3JA|NWSA T3MO1488O0H1,NWSA  131019C00035000,0.9000,1.0000,0.9000,1.0000,1093,1837,1.3043131,0.5031756,0.0166575,0.0652006,-0.0236325,0.0300772
NWSA VND5EPA5WR52|NWSA T3MO1488O0H1,NWSA  140118C00035000,1.6000,1.6000,1.6000,1.6000,500,84093,0,0.8385640,0.0000000,0.0000000,0.0229426,0.1947982
NWSA VXBK4QFLRDK6|NWSA T3MO1488O0H1,NWSA  150117C00035000,3.5000,3.5000,3.5000,3.5000,10,2420,0.5851216,0.2146261,0.0155299,0.0925551,0.0011938,0.0713910
NWSA VIDY1OPLXRZA|NWSA T3MO1488O0H1,NWSA  130720C00036000,0.0500,0.0500,0.0500,0.0500,0,398,0,0.9811918,0.0000000,0.0000000,0.0269434,0.0216888
NWSA VJ5IKAYC2WH2|NWSA T3MO1488O0H1,NWSA  130817C00036000,0.3000,0.3000,0.3000,0.3000,17,46,0,0.9577648,0.0000000,0.0000000,0.0262829,0.0492644
NWSA VKVJQ6ZYWFL2|NWSA T3MO1488O0H1,NWSA  131019C00036000,0.7100,0.7500,0.7100,0.7500,3,233,0,0.9070789,0.0000000,0.0000000,0.0248538,0.1111936
NWSA VND5EPABV36U|NWSA T3MO1488O0H1,NWSA  140118C00036000,1.0000,1.0000,1.0000,1.0000,0,1298,0,0.8385640,0.0000000,0.0000000,0.0229222,0.2003638
NWSA VIDY1OPRW412|NWSA T3MO1488O0H1,NWSA  130720C00037000,0.0500,0.0500,0.0500,0.0500,0,3,1.5136976,0.4138526,0.0322059,0.0308098,-0.0945326,0.0063462
NWSA VJ5IKAYI18IU|NWSA T3MO1488O0H1,NWSA  130817C00037000,0.1000,0.1750,0.1000,0.1500,0,,0.3214909,0.0870386,0.0420499,0.0189539,-0.0036932,0.0036923
NWSA VKVJQ704URMU|NWSA T3MO1488O0H1,NWSA  131019C00037000,0.3500,0.3500,0.3500,0.3500,0,8103,0,0.9070789,0.0000000,0.0000000,0.0248333,0.1142823
NWSA VND5EPAHTF8M|NWSA T3MO1488O0H1,NWSA  140118C00037000,0.8000,0.8000,0.8000,0.8000,0,345,0,0.8385640,0.0000000,0.0000000,0.0229017,0.2059295
NWSA VIDY1OPXUG2U|NWSA T3MO1488O0H1,NWSA  130720C00038000,0.0500,0.0750,0.0500,0.0500,0,,0.3873323,0.0410103,0.0287269,0.0070321,-0.0050599,0.0007779
NWSA VJ5IKAYNZKKM|NWSA T3MO1488O0H1,NWSA  130817C00038000,0.0750,0.1000,0.0750,0.0750,0,,0.3091725,0.0497507,0.0284214,0.0123200,-0.0024372,0.0021251
NWSA VKVJQ70AT3OM|NWSA T3MO1488O0H1,NWSA  131019C00038000,0.2500,0.2500,0.2500,0.2500,0,123,0,0.9070789,0.0000000,0.0000000,0.0248128,0.1173710
NWSA VND5EPANRRAE|NWSA T3MO1488O0H1,NWSA  140118C00038000,0.7800,0.8400,0.7700,0.8400,60,194,0,0.8385640,0.0000000,0.0000000,0.0228812,0.2114952
NWSA VIDY1OQ3SS4M|NWSA T3MO1488O0H1,NWSA  130720C00039000,0.0500,0.0750,0.0500,0.0500,0,1,0.9802322,0.2404631,0.0399663,0.0247592,-0.0485152,0.0041352
NWSA VJ5IKAYTXWME|NWSA T3MO1488O0H1,NWSA  130817C00039000,0.0500,0.1500,0.0500,0.1000,0,,0.3614391,0.0560462,0.0267108,0.0135359,-0.0033468,0.0023729
NWSA VKVJQ70GRFQE|NWSA T3MO1488O0H1,NWSA  131019C00039000,0.1750,2.6000,0.1250,0.2500,0,152,1.7668841,0.5308134,0.0121294,0.0643143,-0.0354822,0.0266539
NWSA VND5EPATQ3C6|NWSA T3MO1488O0H1,NWSA  140118C00039000,0.5000,0.5000,0.5000,0.5000,0,148,0,0.8385640,0.0000000,0.0000000,0.0228608,0.2170608
NWSA VIDY1OKBH7K6|NWSA T3MO1488O0H1,NWSA  130720C00040000,0.0500,0.1000,0.0500,0.0500,0,,0.4793923,0.0342338,0.0200317,0.0060691,-0.0056686,0.0006444
NWSA VJ5IKAT1MC1Y|NWSA T3MO1488O0H1,NWSA  130817C00040000,0.0500,0.1000,0.0500,0.0500,0,,0.3467363,0.0317322,0.0176062,0.0085592,-0.0020928,0.0013525
NWSA VKVJQ6UOFV5Y|NWSA T3MO1488O0H1,NWSA  131019C00040000,0.1250,0.2000,0.1000,0.1500,0,34,0,0.9070789,0.0000000,0.0000000,0.0247718,0.1235484
NWSA VND5EP51EIRQ|NWSA T3MO1488O0H1,NWSA  140118C00040000,0.4000,0.4000,0.4000,0.4000,0,596,0,0.8385640,0.0000000,0.0000000,0.0228403,0.2226265
NWSA VXBK4QAH956U|NWSA T3MO1488O0H1,NWSA  150117C00040000,2.0000,2.0500,2.0000,2.0500,273,2659,0,0.6124926,0.0000000,0.0000000,0.0164681,0.6152430
NWSA VIDY1OQFPG86|NWSA T3MO1488O0H1,NWSA  130720C00041000,0.0500,0.1000,0.0500,0.0500,0,,0.5226439,0.0318691,0.0173230,0.0057219,-0.0059179,0.0005978
NWSA VKVJQ70SO3TY|NWSA T3MO1488O0H1,NWSA  131019C00041000,0.0750,0.1750,0.0750,0.1250,0,,0.3427668,0.0505723,0.0180353,0.0185517,-0.0014183,0.0047312
NWSA VND5EPB5MRFQ|NWSA T3MO1488O0H1,NWSA  140118C00041000,0.2900,0.2900,0.2900,0.2900,0,155,0,0.8385640,0.0000000,0.0000000,0.0228198,0.2281921
NWSA VKVJQ70YMFVQ|NWSA T3MO1488O0H1,NWSA  131019C00042000,0.0750,0.1500,0.0750,0.0750,0,34,0,0.9070789,0.0000000,0.0000000,0.0247308,0.1297258
NWSA VND5EPBBL3HI|NWSA T3MO1488O0H1,NWSA  140118C00042000,0.2500,0.2500,0.2500,0.2500,0,73,0,0.8385640,0.0000000,0.0000000,0.0227994,0.2337578
NWSA VKVJQ714KRXI|NWSA T3MO1488O0H1,NWSA  131019C00043000,0.0750,0.1500,0.0750,0.0750,0,,0.3482983,0.0319596,0.0122637,0.0128184,-0.0010937,0.0030023
NWSA VND5EPBHJFJA|NWSA T3MO1488O0H1,NWSA  140118C00043000,0.1400,0.1400,0.1400,0.1400,0,122,0,0.8385640,0.0000000,0.0000000,0.0227789,0.2393235
NWSA VKVJQ71AJ3ZA|NWSA T3MO1488O0H1,NWSA  131019C00044000,0.0500,0.1500,0.0500,0.0750,0,,0.3655690,0.0306991,0.0113044,0.0124016,-0.0011590,0.0028749
NWSA VND5EPBNHRL2|NWSA T3MO1488O0H1,NWSA  140118C00044000,0.1500,0.1500,0.1500,0.1500,0,173,0,0.8385640,0.0000000,0.0000000,0.0227585,0.2448891
NWSA VKVJQ71GHG12|NWSA T3MO1488O0H1,NWSA  131019C00045000,0.0500,0.1500,0.0500,0.0500,0,,0.3589084,0.0217755,0.0086531,0.0093199,-0.0008793,0.0020490
NWSA VND5EPBTG3MU|NWSA T3MO1488O0H1,NWSA  140118C00045000,0.1000,0.1000,0.1000,0.1000,0,34,0,0.8385640,0.0000000,0.0000000,0.0227380,0.2504548
NWSA VXBK4QH9AQ1Y|NWSA T3MO1488O0H1,NWSA  150117C00045000,1.1100,1.1500,1.1100,1.1500,0,157,0,0.6124926,0.0000000,0.0000000,0.0163666,0.6921484
NWSA VKVJQ71MFS2U|NWSA T3MO1488O0H1,NWSA  131019C00046000,0.0500,0.2500,0.0500,0.0500,0,,0.3744504,0.0210204,0.0080513,0.0090474,-0.0009191,0.0019726
NWSA VND5EPBZEFOM|NWSA T3MO1488O0H1,NWSA  140118C00046000,0.1000,0.1000,0.1000,0.1000,0,13,2.1755042,0.5790997,0.0066301,0.0722408,-0.0223031,0.0331472
NWSA VND5EPC5CRQE|NWSA T3MO1488O0H1,NWSA  140118C00047000,0.0750,0.1500,0.0750,0.1000,0,,0.3702756,0.0305229,0.0088177,0.0163524,-0.0006413,0.0050181
NWSA VND5EPCBB3S6|NWSA T3MO1488O0H1,NWSA  140118C00048000,0.0750,0.1500,0.0750,0.0750,0,,0.3648253,0.0239602,0.0073287,0.0133911,-0.0005360,0.0039585
NWSA VND5EPCH9FTY|NWSA T3MO1488O0H1,NWSA  140118C00049000,0.1000,0.2500,0.1000,0.1000,0,,0.3929743,0.0290965,0.0079887,0.0157232,-0.0007110,0.0047577
NWSA VXBK4QAN7H8M|NWSA T3MO1488O0H1,NWSA  150117C00050000,0.5000,2.7500,0.4250,0.5750,0,,0.4904619,0.0740140,0.0100509,0.0502108,-0.0001175,0.0287037
NWSA 2ZMH5K542NUXY|NWSA T3MO1488O0H1,NWSA  140118P00003000,0.0500,0.2500,0.0500,0.0500,0,,1.3906930,-0.0033567,0.0003488,0.0024295,-0.0009195,-0.0008927
NWSA 2ZMH5K54EKJ1I|NWSA T3MO1488O0H1,NWSA  140118P00005000,0.0500,0.1500,0.0500,0.0500,0,10,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
NWSA 2ZMH5K54WFJ6U|NWSA T3MO1488O0H1,NWSA  140118P00008000,0.0750,0.1750,0.0750,0.0750,0,,0.8270841,-0.0088113,0.0013767,0.0057031,-0.0013972,-0.0020292
NWSA 2ZMH5K53QTC06|NWSA T3MO1488O0H1,NWSA  140118P00010000,0.0500,0.1500,0.0500,0.0500,0,127,2.8472084,-0.0518057,0.0017515,0.0249768,-0.0187439,-0.0401797
NWSA 2ZHHY74L09W86|NWSA T3MO1488O0H1,NWSA  130720P00013000,0.0500,0.1000,0.0500,0.0500,0,,1.7247386,-0.0093183,0.0018405,0.0020062,-0.0081198,-0.0002137
