#symbol_id,symbol_value,open,high,low,close,volume,open_interest,implied_volatility,delta,gamma,vega,theta,rho
GOOCV VP83T1ZUHROL,GOOG,771.5000,771.5000,771.5000,771.5000,0,,,,,,,
GOOCV W8Z0KK9UBL6U|GOOCV VP83T1ZUHROL,GOOG  160318C00370000,407.4500,408.1000,399.3000,401.7000,0,,0.7389140,0.9897423,0.0001014,0.0951112,-0.0525493,0.7703601
GOOCV WHEA9CXTVYME|GOOCV VP83T1ZUHROL,GOOG  170120C00370000,411.0500,411.4500,402.5500,405.0500,0,1,0.8777429,0.8977789,0.0002543,1.4013464,-0.1636441,2.4980964
GOOCV WRCOZE39QL1I|GOOCV VP83T1ZUHROL,GOOG  180119C00370000,412.1000,412.1000,412.1000,412.1000,0,12,0.3463379,0.9588697,0.0002200,0.9285964,-0.0280496,6.6844929
GOOCV W78ZEPS3T1LY|GOOCV VP83T1ZUHROL,GOOG  160115C00375000,401.6000,402.2500,393.5000,396.0000,0,,1.7283414,0.9871913,0.0001220,0.0514911,-0.3042390,0.1494479
GOOCV W78ZEO8DGE4M|GOOCV VP83T1ZUHROL,GOOG  160115C00380000,396.6500,397.2500,388.5000,391.0500,0,,0,0.9999533,0.0000000,0.0000000,-0.0080043,0.1561002
GOOCV W7MRNZCQIYDI|GOOCV VP83T1ZUHROL,GOOG  160129C00380000,396.9500,397.8000,388.8500,391.1500,0,,1.2792746,0.9839085,0.0001440,0.0869935,-0.1995283,0.2904460
GOOCV W8Z0KKA09X8M|GOOCV VP83T1ZUHROL,GOOG  160318C00380000,360.4000,360.4000,360.4000,360.4000,0,1,1.3532365,0.9258000,0.0002904,0.4991300,-0.4390020,0.6435945
GOOCV WHEA9CXZUAO6|GOOCV VP83T1ZUHROL,GOOG  170120C00380000,401.5500,401.9000,393.0500,395.5000,0,1,1.9456080,0.9117818,0.0001028,1.2552242,-0.3168359,1.0354659
GOOCV WRCOZE3FOX3A|GOOCV VP83T1ZUHROL,GOOG  180119C00380000,390.9000,390.9000,390.9000,390.9000,0,7,0.3438167,0.9549537,0.0002396,1.0039469,-0.0297938,6.8073653
GOOCV W78ZEPTRCE3Q|GOOCV VP83T1ZUHROL,GOOG  160115C00385000,386.8000,387.3000,386.8000,387.3000,2,,1.7028842,0.9855211,0.0001376,0.0572577,-0.3328401,0.1529546
GOOCV W78ZEO8JEQ6E|GOOCV VP83T1ZUHROL,GOOG  160115C00390000,386.6000,387.4000,378.5000,381.0000,0,21,0,0.9999533,0.0000000,0.0000000,-0.0082782,0.1602081
GOOCV W7MRNZCWHAFA|GOOCV VP83T1ZUHROL,GOOG  160129C00390000,386.9500,387.4500,378.7000,381.1000,0,,1.1685247,0.9872356,0.0001290,0.0711681,-0.1513850,0.3008600
GOOCV W8Z0KKA689AE|GOOCV VP83T1ZUHROL,GOOG  160318C00390000,387.4500,388.0500,379.3500,381.6500,0,,0.9111584,0.9663765,0.0002289,0.2648702,-0.1622027,0.7659620
GOOCV WBGM92KJ6WW6|GOOCV VP83T1ZUHROL,GOOG  160617C00390000,349.5000,349.5000,349.5000,349.5000,0,3,1.5686817,0.8797491,0.0002428,1.0476058,-0.4898655,0.9764536
GOOCV WHEA9CY5SMPY|GOOCV VP83T1ZUHROL,GOOG  170120C00390000,391.5500,392.1500,384.0500,385.9500,0,,0.9739710,0.8820353,0.0002543,1.5551463,-0.2001602,2.3464051
GOOCV WRCOZE3LN952|GOOCV VP83T1ZUHROL,GOOG  180119C00390000,381.9000,381.9000,381.9000,381.9000,0,4,0.2276233,0.9871832,0.0001106,0.3068245,-0.0125032,7.6640959
GOOCV W78ZEPVEVQLI|GOOCV VP83T1ZUHROL,GOOG  160115C00395000,381.6500,382.3000,373.5000,375.9500,0,,1.6827513,0.9834583,0.0001562,0.0642162,-0.3682579,0.1563165
GOOCV W78ZEO2R35LY|GOOCV VP83T1ZUHROL,GOOG  160115C00400000,373.4000,373.4000,373.4000,373.4000,0,147,0,0.9999533,0.0000000,0.0000000,-0.0085521,0.1643160
GOOCV W7MRNZ745PUU|GOOCV VP83T1ZUHROL,GOOG  160129C00400000,376.9500,377.5500,368.8000,371.1000,0,,1.1360369,0.9864142,0.0001401,0.0751378,-0.1554310,0.3082560
GOOCV W8Z0KK4DWOPY|GOOCV VP83T1ZUHROL,GOOG  160318C00400000,340.5000,340.5000,340.5000,340.5000,0,4,1.0587679,0.9437797,0.0002990,0.4020124,-0.2800291,0.7372333
GOOCV WBGM92EQVCBQ|GOOCV VP83T1ZUHROL,GOOG  160617C00400000,361.3000,361.3000,361.3000,361.3000,0,5,3.1506140,0.9157137,0.0000931,0.8073071,-0.7527454,0.4101069
GOOCV WHEA9CSDH25I|GOOCV VP83T1ZUHROL,GOOG  170120C00400000,378.9900,378.9900,378.9900,378.9900,0,70,2.7202554,0.9480062,0.0000485,0.8278290,-0.2907525,0.5142756
GOOCV WRCOZDXTBOKM|GOOCV VP83T1ZUHROL,GOOG  180119C00400000,359.3200,359.3200,359.3200,359.3200,0,12,0.2450579,0.9796480,0.0001639,0.4894901,-0.0159440,7.7254759
GOOCV W78ZEPX2F33A|GOOCV VP83T1ZUHROL,GOOG  160115C00405000,371.6000,372.3000,363.5000,365.9500,0,,1.6661602,0.9810080,0.0001776,0.0722721,-0.4096686,0.1595350
GOOCV W78ZEO8VBE9Y|GOOCV VP83T1ZUHROL,GOOG  160115C00410000,366.6000,367.3000,358.5000,361.0000,0,4,0,0.9999533,0.0000000,0.0000000,-0.0088259,0.1684239
GOOCV W7MRNZD8DYIU|GOOCV VP83T1ZUHROL,GOOG  160129C00410000,366.8000,367.4000,358.7000,361.1000,0,,1.1556902,0.9822088,0.0001738,0.0948384,-0.1974131,0.3132213
GOOCV W8Z0KKAI4XDY|GOOCV VP83T1ZUHROL,GOOG  160318C00410000,339.0000,339.0000,339.0000,339.0000,0,5,1.3750906,0.9054078,0.0003432,0.5993236,-0.5345310,0.6568698
GOOCV WBGM92KV3KZQ|GOOCV VP83T1ZUHROL,GOOG  160617C00410000,344.5000,344.5000,344.5000,344.5000,0,2,1.5480565,0.8703275,0.0002594,1.1045905,-0.5097494,1.0025842
GOOCV WHEA9CYHPATI|GOOCV VP83T1ZUHROL,GOOG  170120C00410000,372.5500,373.1000,365.0000,367.0000,0,17,0.7100546,0.8919582,0.0003274,1.4594424,-0.1398254,2.9855651
GOOCV WRCOZE3XJX8M|GOOCV VP83T1ZUHROL,GOOG  180119C00410000,352.6000,352.6000,352.6000,352.6000,0,2,0.2370372,0.9790436,0.0001743,0.5034426,-0.0161598,7.9172024
GOOCV W78ZEPYPYFL2|GOOCV VP83T1ZUHROL,GOOG  160115C00415000,361.5000,362.3000,353.5000,356.0000,0,,1.6486712,0.9783401,0.0002007,0.0808132,-0.4526094,0.1626742
GOOCV W78ZEO919QBQ|GOOCV VP83T1ZUHROL,GOOG  160115C00420000,356.5500,357.3000,348.5000,350.9500,0,6,0,0.9999533,0.0000000,0.0000000,-0.0090998,0.1725318
GOOCV W7MRNZDECAKM|GOOCV VP83T1ZUHROL,GOOG  160129C00420000,356.8500,357.4000,348.8000,351.1000,0,,1.0599605,0.9854604,0.0001592,0.0796940,-0.1544317,0.3235495
GOOCV W8Z0KKAO39FQ|GOOCV VP83T1ZUHROL,GOOG  160318C00420000,357.5500,357.9000,349.5000,351.7000,0,4,0.9930036,0.9400259,0.0003355,0.4230580,-0.2769545,0.7736974
GOOCV WBGM92L11X1I|GOOCV VP83T1ZUHROL,GOOG  160617C00420000,329.5000,329.5000,329.5000,329.5000,0,1,0.8751716,0.9068814,0.0003614,0.8699522,-0.2318605,1.4847524
GOOCV WHEA9CYNNMVA|GOOCV VP83T1ZUHROL,GOOG  170120C00420000,363.0500,363.6000,355.5500,357.4500,0,13,0.9203040,0.8686469,0.0002904,1.6780027,-0.2044480,2.5088242
GOOCV WRCOZE43I9AE|GOOCV VP83T1ZUHROL,GOOG  180119C00420000,355.6000,355.6000,355.6000,355.6000,0,3,0.2462175,0.9720855,0.0002194,0.6582186,-0.0191192,7.9877199
GOOCV W78ZEQ0DHS2U|GOOCV VP83T1ZUHROL,GOOG  160115C00425000,351.6500,352.6500,343.5000,346.0000,0,,1.1894028,0.9951857,0.0000746,0.0216613,-0.0950192,0.1729519
GOOCV W78ZEO9782DI|GOOCV VP83T1ZUHROL,GOOG  160115C00430000,346.6500,347.7500,338.8000,340.9000,0,14,0,0.9999533,0.0000000,0.0000000,-0.0093736,0.1766397
GOOCV W7MRNZDKAMME|GOOCV VP83T1ZUHROL,GOOG  160129C00430000,346.9500,347.4000,338.7000,341.1000,0,,1.0107129,0.9858103,0.0001635,0.0780289,-0.1450463,0.3317822
GOOCV W8Z0KKAU1LHI|GOOCV VP83T1ZUHROL,GOOG  160318C00430000,347.6000,348.1500,339.5000,341.9000,0,2,1.2290901,0.9055415,0.0003835,0.5986970,-0.4786054,0.7082869
GOOCV WBGM92L7093A|GOOCV VP83T1ZUHROL,GOOG  160617C00430000,320.0000,320.0000,320.0000,320.0000,0,3,0.8926975,0.8977928,0.0003795,0.9318380,-0.2527091,1.4798786
GOOCV WHEA9CYTLYX2|GOOCV VP83T1ZUHROL,GOOG  170120C00430000,353.5500,354.1500,345.6000,348.0000,0,10,0.7021288,0.8804730,0.0003561,1.5698455,-0.1485583,3.0483217
GOOCV WRCOZE49GLC6|GOOCV VP83T1ZUHROL,GOOG  180119C00430000,336.1000,336.1000,336.1000,336.1000,0,2,0.3322337,0.9313270,0.0003515,1.4228937,-0.0390604,7.3367269
GOOCV W78ZEQ2114KM|GOOCV VP83T1ZUHROL,GOOG  160115C00435000,341.6500,342.3000,333.8000,335.9500,0,,1.3325419,0.9878918,0.0001506,0.0490344,-0.2270600,0.1744816
GOOCV W78ZEO9D6EFA|GOOCV VP83T1ZUHROL,GOOG  160115C00440000,336.6000,337.6500,328.9000,331.0000,0,3,0,0.9999533,0.0000000,0.0000000,-0.0096475,0.1807476
GOOCV W7MRNZDQ8YO6|GOOCV VP83T1ZUHROL,GOOG  160129C00440000,336.9500,337.4500,328.9000,331.1500,0,,1.0404340,0.9802912,0.0002107,0.1035163,-0.1949194,0.3358636
GOOCV W8Z0KKAZZXJA|GOOCV VP83T1ZUHROL,GOOG  160318C00440000,298.9000,298.9000,298.9000,298.9000,0,2,1.0524603,0.9190275,0.0003991,0.5334831,-0.3675666,0.7689250
GOOCV WBGM92LCYL52|GOOCV VP83T1ZUHROL,GOOG  160617C00440000,300.8000,300.8000,300.8000,300.8000,0,4,0.5469155,0.9553369,0.0003254,0.4895275,-0.0878173,1.8425027
GOOCV WHEA9CYZKAYU|GOOCV VP83T1ZUHROL,GOOG  170120C00440000,316.1400,316.1400,316.1400,316.1400,0,50,1.2828791,0.8615265,0.0002161,1.7405734,-0.2920632,1.8880553
GOOCV WRCOZE4FEXDY|GOOCV VP83T1ZUHROL,GOOG  180119C00440000,341.0000,341.0000,341.0000,341.0000,0,2,0.3302409,0.9256974,0.0003765,1.5150410,-0.0410289,7.4232229
GOOCV W78ZEQ3OKH2E|GOOCV VP83T1ZUHROL,GOOG  160115C00445000,331.6500,332.3000,323.6000,326.0500,0,,1.2800292,0.9877043,0.0001589,0.0496943,-0.2215636,0.1785403
GOOCV W6U7P9RZZF2E|GOOCV VP83T1ZUHROL,GOOG  151231C00450000,326.5500,327.1500,318.4000,321.0000,0,,0,0,0,0,0,0
GOOCV W723A0PCLGCM|GOOCV VP83T1ZUHROL,GOOG  160108C00450000,326.5000,327.6000,318.5000,320.8500,0,,1.9003215,0.9800471,0.0002225,0.0550973,-0.6638940,0.0948574
GOOCV W78ZEO9J4QH2|GOOCV VP83T1ZUHROL,GOOG  160115C00450000,302.0000,302.0000,302.0000,302.0000,0,31,0,0.9999533,0.0000000,0.0000000,-0.0099214,0.1848555
GOOCV W7FVJBTPO0LI|GOOCV VP83T1ZUHROL,GOOG  160122C00450000,326.8500,327.3500,318.6000,321.0000,0,,1.1520119,0.9796077,0.0002251,0.0929044,-0.2527325,0.2605398
GOOCV W7MRNZDW7APY|GOOCV VP83T1ZUHROL,GOOG  160129C00450000,326.9500,327.5000,318.9000,321.1500,0,,0.9739591,0.9820966,0.0002073,0.0953507,-0.1696589,0.3451467
GOOCV W87G1Y2FT53A|GOOCV VP83T1ZUHROL,GOOG  160219C00450000,327.0500,327.8500,319.0500,321.4000,0,,3.4372185,0.8553594,0.0002318,0.6488096,-2.2331682,0.2561476
GOOCV W8Z0KKB5Y9L2|GOOCV VP83T1ZUHROL,GOOG  160318C00450000,289.0000,289.0000,289.0000,289.0000,0,42,1.4041481,0.8761476,0.0004082,0.7279201,-0.6616331,0.6661784
GOOCV WBGM92LIWX6U|GOOCV VP83T1ZUHROL,GOOG  160617C00450000,328.5000,328.5000,328.5000,328.5000,0,5,0,0.9994735,0.0000000,0.0000000,-0.0098706,2.0739368
GOOCV WHEA9CZ5IN0M|GOOCV VP83T1ZUHROL,GOOG  170120C00450000,300.0000,300.0000,300.0000,300.0000,0,45,1.6071067,0.8754762,0.0001602,1.6162054,-0.3381353,1.4613556
GOOCV WRCOZE4LD9FQ|GOOCV VP83T1ZUHROL,GOOG  180119C00450000,314.0000,314.0000,314.0000,314.0000,0,13,0.3280967,0.9198597,0.0004022,1.6078938,-0.0429669,7.5053708
GOOCV W78ZEQ5C3TK6|GOOCV VP83T1ZUHROL,GOOG  160115C00455000,321.5500,322.2500,313.6000,316.1000,0,,1.2478576,0.9864962,0.0001768,0.0539064,-0.2340040,0.1822347
GOOCV W6U7P9S5XR46|GOOCV VP83T1ZUHROL,GOOG  151231C00460000,316.5500,317.2000,308.3500,310.8500,0,,0,0,0,0,0,0
GOOCV W723A0PIJSEE|GOOCV VP83T1ZUHROL,GOOG  160108C00460000,316.5000,317.6000,308.5000,310.8500,0,,1.8319889,0.9793276,0.0002379,0.0567792,-0.6598810,0.0969271
GOOCV W78ZEO9P32IU|GOOCV VP83T1ZUHROL,GOOG  160115C00460000,316.6500,317.3000,308.6000,310.9500,0,25,0,0.9999533,0.0000000,0.0000000,-0.0101952,0.1889634
GOOCV W7FVJBTVMCNA|GOOCV VP83T1ZUHROL,GOOG  160122C00460000,316.8000,317.4000,308.6000,311.0000,0,,1.1106444,0.9788750,0.0002406,0.0957332,-0.2513983,0.2662231
GOOCV W7MRNZE25MRQ|GOOCV VP83T1ZUHROL,GOOG  160129C00460000,317.0000,317.5000,308.8500,311.2000,0,,0.9630517,0.9792798,0.0002375,0.1080250,-0.1891247,0.3511614
GOOCV W87G1Y2LRH52|GOOCV VP83T1ZUHROL,GOOG  160219C00460000,317.2000,317.7500,309.1000,311.5000,0,,1.3962073,0.8960533,0.0004526,0.5145275,-0.7259424,0.4854086
GOOCV W8Z0KKBBWLMU|GOOCV VP83T1ZUHROL,GOOG  160318C00460000,317.7500,318.1500,309.7000,311.9500,0,11,1.1344913,0.8942439,0.0004514,0.6503346,-0.4804344,0.7515085
GOOCV WBGM92LOV98M|GOOCV VP83T1ZUHROL,GOOG  160617C00460000,319.1500,320.1000,311.5500,313.3000,0,1,0.4419132,0.9695392,0.0002931,0.3562872,-0.0560830,1.9992701
GOOCV WHEA9CZBGZ2E|GOOCV VP83T1ZUHROL,GOOG  170120C00460000,298.0100,298.0100,298.0100,298.0100,0,47,1.7328403,0.8811439,0.0001437,1.5635453,-0.3522753,1.3266752
GOOCV WRCOZE4RBLHI|GOOCV VP83T1ZUHROL,GOOG  180119C00460000,312.1000,312.1000,312.1000,312.1000,0,8,0.3258316,0.9138039,0.0004285,1.7014809,-0.0448750,7.5829528
GOOCV W78ZEQ6ZN61Y|GOOCV VP83T1ZUHROL,GOOG  160115C00465000,311.6500,312.5000,303.5500,306.0500,0,,1.6064884,0.9569296,0.0003641,0.1428791,-0.7745017,0.1753305
GOOCV W8Z0KM8MGP5Y|GOOCV VP83T1ZUHROL,GOOG  160318C00465000,312.7500,313.4500,304.7000,306.9000,0,2,0.9702348,0.9122076,0.0004601,0.5669714,-0.3608312,0.8110009
GOOCV W6U7P9SBW35Y|GOOCV VP83T1ZUHROL,GOOG  151231C00470000,306.6500,307.1500,298.4000,300.8500,0,,0,0,0,0,0,0
GOOCV W723A0POI4G6|GOOCV VP83T1ZUHROL,GOOG  160108C00470000,306.7000,307.6000,298.5000,300.9000,0,,1.7649973,0.9785719,0.0002545,0.0585326,-0.6557101,0.0989907
GOOCV W78ZEO9V1EKM|GOOCV VP83T1ZUHROL,GOOG  160115C00470000,306.6500,307.3500,298.6000,300.9000,0,24,0,0.9999533,0.0000000,0.0000000,-0.0104691,0.1930713
GOOCV W7FVJBU1KOP2|GOOCV VP83T1ZUHROL,GOOG  160122C00470000,306.8000,307.4000,298.9500,301.1000,0,,1.0700949,0.9781052,0.0002574,0.0986838,-0.2500110,0.2718891
GOOCV W7MRNZE83YTI|GOOCV VP83T1ZUHROL,GOOG  160129C00470000,306.9500,307.9000,298.8000,301.1000,0,,0.9323192,0.9780902,0.0002573,0.1132706,-0.1920830,0.3583319
GOOCV W87G1Y2RPT6U|GOOCV VP83T1ZUHROL,GOOG  160219C00470000,307.2500,308.1000,299.1500,301.5000,0,,0.5659839,0.9931520,0.0001160,0.0534417,-0.0405686,0.6353725
GOOCV W8Z0KKBHUXOM|GOOCV VP83T1ZUHROL,GOOG  160318C00470000,269.3000,269.3000,269.3000,269.3000,0,2,0.6937785,0.9560924,0.0003742,0.3297150,-0.1561270,0.9196121
GOOCV WBGM92LUTLAE|GOOCV VP83T1ZUHROL,GOOG  160617C00470000,296.9000,296.9000,296.9000,296.9000,0,2,0.6962395,0.9010497,0.0004751,0.9099501,-0.1954369,1.7175127
GOOCV WHEA9CZHFB46|GOOCV VP83T1ZUHROL,GOOG  170120C00470000,297.6000,297.6000,297.6000,297.6000,0,95,0.8017578,0.8460471,0.0003715,1.8703636,-0.1995910,2.8477715
GOOCV WRCOZE4X9XJA|GOOCV VP83T1ZUHROL,GOOG  180119C00470000,307.5000,307.5000,307.5000,307.5000,0,11,0.3245248,0.9070581,0.0004558,1.8026360,-0.0470136,7.6445390
GOOCV W78ZEQ8N6IJQ|GOOCV VP83T1ZUHROL,GOOG  160115C00475000,301.5500,302.3500,293.6000,296.1000,0,,0,0.9999533,0.0000000,0.0000000,-0.0106060,0.1951253
GOOCV W8Z0KMAA01NQ|GOOCV VP83T1ZUHROL,GOOG  160318C00475000,302.8500,303.2000,294.8000,297.0500,0,2,1.1816392,0.8774379,0.0004815,0.7225848,-0.5547198,0.7408462
GOOCV W6U7P9SHUF7Q|GOOCV VP83T1ZUHROL,GOOG  151231C00480000,296.5500,297.1500,288.4000,290.9000,0,,0,0,0,0,0,0
GOOCV W723A0PUGGHY|GOOCV VP83T1ZUHROL,GOOG  160108C00480000,296.7000,297.2500,288.5000,290.9000,0,,1.6992802,0.9777768,0.0002727,0.0603641,-0.6513791,0.1010477
GOOCV W78ZEOA0ZQME|GOOCV VP83T1ZUHROL,GOOG  160115C00480000,296.6500,297.3500,288.5500,291.1000,0,10,0,0.9999533,0.0000000,0.0000000,-0.0107429,0.1971792
GOOCV W7FVJBU7J0QU|GOOCV VP83T1ZUHROL,GOOG  160122C00480000,296.9000,297.3500,288.7000,291.2000,0,,0.9300763,0.9857400,0.0002051,0.0683450,-0.1549170,0.2819732
GOOCV W7MRNZEE2AVA|GOOCV VP83T1ZUHROL,GOOG  160129C00480000,297.0500,297.7000,288.8000,291.3000,0,,0.8607945,0.9810278,0.0002465,0.1002034,-0.1590608,0.3683881
GOOCV W87G1Y2XO58M|GOOCV VP83T1ZUHROL,GOOG  160219C00480000,297.2000,297.9000,289.1500,291.5500,0,,1.3092162,0.8891563,0.0005056,0.5389583,-0.7135865,0.5054841
GOOCV W8Z0KKBNT9QE|GOOCV VP83T1ZUHROL,GOOG  160318C00480000,263.2000,263.2000,263.2000,263.2000,0,1,0.9228510,0.9077889,0.0005018,0.5881088,-0.3564415,0.8357069
GOOCV WBGM92M0RXC6|GOOCV VP83T1ZUHROL,GOOG  160617C00480000,299.5500,300.4000,292.0500,293.7500,0,4,0.6629589,0.9001602,0.0005022,0.9159598,-0.1879395,1.7650636
GOOCV WHEA9CZNDN5Y|GOOCV VP83T1ZUHROL,GOOG  170120C00480000,307.0500,312.8000,298.6500,301.4500,0,70,3.3880890,0.9688345,0.0000253,0.5388279,-0.2348569,0.2733600
GOOCV WRCOZE5389L2|GOOCV VP83T1ZUHROL,GOOG  180119C00480000,295.3000,295.3000,295.3000,295.3000,0,5,0.2398519,0.9433510,0.0004163,1.2167154,-0.0287332,8.6581022
GOOCV W78ZEQAAPV1I|GOOCV VP83T1ZUHROL,GOOG  160115C00485000,291.6000,292.3500,283.5500,286.0000,0,,1.1084973,0.9852047,0.0002154,0.0583364,-0.2261294,0.1941594
GOOCV W87G2037E9NQ|GOOCV VP83T1ZUHROL,GOOG  160219C00485000,292.2000,293.1500,284.2000,286.6000,0,,0.5377600,0.9923905,0.0001342,0.0587735,-0.0423229,0.6550537
GOOCV W8Z0KMBXJE5I|GOOCV VP83T1ZUHROL,GOOG  160318C00485000,292.8500,293.3500,284.9000,287.2000,0,1,1.0025906,0.8915477,0.0005201,0.6622819,-0.4338411,0.8067880
GOOCV W6U7P9SNSR9I|GOOCV VP83T1ZUHROL,GOOG  151231C00490000,286.5500,287.1500,278.4000,280.9000,0,,0,0,0,0,0,0
GOOCV W723A0Q0ESJQ|GOOCV VP83T1ZUHROL,GOOG  160108C00490000,286.5500,287.2500,278.5000,281.0000,0,,1.6427365,0.9764709,0.0002960,0.0633425,-0.6608742,0.1030073
GOOCV W78ZEOA6Y2O6|GOOCV VP83T1ZUHROL,GOOG  160115C00490000,286.5500,287.3500,278.5500,281.0500,0,15,0,0.9999533,0.0000000,0.0000000,-0.0110168,0.2012871
GOOCV W7FVJBUDHCSM|GOOCV VP83T1ZUHROL,GOOG  160122C00490000,286.8000,287.6000,278.7000,281.2000,0,,0.7802526,0.9930787,0.0001295,0.0362000,-0.0750700,0.2917690
GOOCV W7MRNZEK0MX2|GOOCV VP83T1ZUHROL,GOOG  160129C00490000,287.0500,287.8500,278.8500,281.2000,0,,0.8636575,0.9764281,0.0002954,0.1205019,-0.1899579,0.3731914
GOOCV W87G1Y33MHAE|GOOCV VP83T1ZUHROL,GOOG  160219C00490000,287.4000,287.8500,279.2500,281.6500,0,,0.5227522,0.9926190,0.0001344,0.0571821,-0.0407507,0.6621693
GOOCV W8Z0KKBTRLS6|GOOCV VP83T1ZUHROL,GOOG  160318C00490000,288.0000,288.3500,279.9000,282.2000,0,1,1.9593445,0.8301146,0.0003619,0.9006238,-1.1361436,0.5431359
GOOCV WBGM92M6Q9DY|GOOCV VP83T1ZUHROL,GOOG  160617C00490000,289.8500,290.7000,282.3000,283.9500,0,1,0.4398489,0.9528106,0.0004231,0.5119394,-0.0765710,2.0685568
GOOCV WHEA9CZTBZ7Q|GOOCV VP83T1ZUHROL,GOOG  170120C00490000,298.0500,303.6500,289.3500,292.5000,0,92,0.6590220,0.8454801,0.0004531,1.8749611,-0.1664543,3.2533711
