PAYX,PAYX R735QTJ8XC9X,20110330,0.004950453,3821951,
PCAR,PCAR R735QTJ8XC9X,20110330,0.0097745723,4553416,
PCLN,PCLN RJG7T2VJICTH,20110330,0.0120761042,579188,
QCOM,QCOM R735QTJ8XC9X,20110330,0.0498058475,22086525,
QGEN,QGENF R735QTJ8XC9X,20110330,0.002202527,2627877,
RIMM,RIMM RHZ1O14FDM5H,20110330,0.0136519539,5786483,
ROST,ROST R735QTJ8XC9X,20110330,0.0039794247,1341417,
SBUX,SBUX R735QTJ8XC9X,20110330,0.0175472609,11554421,
SHLD,KMRT SPDO4ENASXUT,20110330,0.0043703988,1268386,
SIAL,SIAL R735QTJ8XC9X,20110330,0.0034464137,1304553,
SNDK,SNDK R735QTJ8XC9X,20110330,0.0050347807,2680108,
SPLS,SPLS R735QTJ8XC9X,20110330,0.0044232916,5411054,
SRCL,SRCL R735QTJ8XC9X,20110330,0.003645496203683,999332,
STX,STX SKFG7HFQYDT1,20110330,0.003062127,5028502,
SYMC,SYMC R735QTJ8XC9X,20110330,0.0066367995,8888014,
TEVA,TEVIY R735QTJ8XC9X,20110330,0.016593746279898,8017467,
URBN,URBN R735QTJ8XC9X,20110330,0.0022840055,1807804,
VMED,NTLI SLBXYKIBHA3P,20110330,0.0041966024,3668816,
VOD,VOD R735QTJ8XC9X,20110330,0.0102171352,8458036,
VRSN,VRSN R7UQ9FRZ2GRP,20110330,0.0027471078,1821803,
VRTX,VRTX R735QTJ8XC9X,20110330,0.0047761757,2381447,
WCRX,WCRX TM694I8OJJAD,20110330,0.0027492012,2804022,
WFMI,WFMI R735QTJ8XC9X,20110330,0.0055277861,2026709,
WYNN,WYNN SJ56738TCX9H,20110330,0.0079481452,1504992,
XLNX,XLNX R735QTJ8XC9X,20110330,0.0052364179,3857903,
XRAY,XRAY R735QTJ8XC9X,20110330,0.0022944978,1519977,
YHOO,YHOO R735QTJ8XC9X,20110330,0.0048556589,7011581,
